"","year","nbhd","block","lot","address","zip","sale_date","price","long","lat"
"1","2014","HARLEM-EAST","1616","38","94 EAST 111 STREET","10029","11/04/2014",2000000,-73.946005549454,40.7962941429698
"2","2014","HARLEM-EAST","1621","12","21 EAST 115 STREET","10029","05/06/2014",3000000,-73.9456707201369,40.799425720744
"3","2014","HARLEM-EAST","1625","67","114 EAST 98TH   STREET, 2R","10029","11/10/2014",320000,-73.9510718712726,40.7876230554074
"4","2014","HARLEM-EAST","1625","67","114 EAST 98TH STREET, 1E","10029","06/19/2014",250000,-73.9510718712726,40.7876230554074
"5","2014","HARLEM-EAST","1625","67","114 EAST 98TH STREET, 3W","10029","03/31/2014",265000,-73.9510718712726,40.7876230554074
"6","2014","HARLEM-EAST","1625","67","114 EAST 98TH STREET, 4R","10029","10/28/2014",275000,-73.9510718712726,40.7876230554074
"7","2014","HARLEM-EAST","1625","67","114 EAST 98TH STREET, 4W","10029","10/30/2014",285000,-73.9510718712726,40.7876230554074
"8","2014","HARLEM-EAST","1629","1117","1595 LEXINGTON AVENUE","10029","03/06/2014",610950,-73.9484199593127,40.789290696353
"9","2014","HARLEM-EAST","1629","1128","1595 LEXINGTON AVENUE","10029","04/22/2014",1700000,-73.9484199593127,40.789290696353
"10","2014","HARLEM-EAST","1629","1134","1595 LEXINGTON AVENUE","10029","02/11/2014",785000,-73.9484199593127,40.789290696353
"11","2014","HARLEM-EAST","1629","1137","1595 LEXINGTON AVENUE","10029","03/12/2014",524398,-73.9484199593127,40.789290696353
"12","2014","HARLEM-EAST","1630","1209","117 EAST 102ND STREET","10029","11/25/2014",690000,-73.9489430277805,40.7900320068632
"13","2014","HARLEM-EAST","1631","1009","1635 LEXINGTON AVENUE","10029","03/07/2014",815414,-73.9475378512092,40.7905007249227
"14","2014","HARLEM-EAST","1631","1010","1635 LEXINGTON AVENUE","10029","07/18/2014",680191,-73.9475378512092,40.7905007249227
"15","2014","HARLEM-EAST","1631","1011","1635 LEXINGTON AVE","10029","06/13/2014",914388,-73.9475378512092,40.7905007249227
"16","2014","HARLEM-EAST","1631","1012","1635 LEXINGTON AVENUE","10029","03/21/2014",826615,-73.9475378512092,40.7905007249227
"17","2014","HARLEM-EAST","1631","1014","1635 LEXINGTON AVE","10029","08/26/2014",865309,-73.9475378512092,40.7905007249227
"18","2014","HARLEM-EAST","1631","1016","1635 LEXINGTON AVENUE","10029","06/04/2014",700556,-73.9475378512092,40.7905007249227
"19","2014","HARLEM-EAST","1631","1017","1635 LEXINGTON AVENUE","10029","06/04/2014",882619,-73.9475378512092,40.7905007249227
"20","2014","HARLEM-EAST","1631","1021","1635 LEXINGTON AVENUE","10029","02/28/2014",792198,-73.9475378512092,40.7905007249227
"21","2014","HARLEM-EAST","1631","1026","1635 LEXINGTON AVENUE","10029","04/25/2014",743322,-73.9475378512092,40.7905007249227
"22","2014","HARLEM-EAST","1631","1043","1635 LEXINGTON AVENUE","10029","06/17/2014",403572,-73.9475378512092,40.7905007249227
"23","2014","HARLEM-EAST","1631","40","1882 THIRD AVENUE","10029","03/10/2014",2475000,-73.9456963182672,40.790184227839
"24","2014","HARLEM-EAST","1632","1003","165 EAST 104 STREET","10029","11/18/2014",375000,-73.946598756133,40.7906787011858
"25","2014","HARLEM-EAST","1632","1005","165 EAST 104 STREET","10029","10/28/2014",268000,-73.946598756133,40.7906787011858
"26","2014","HARLEM-EAST","1634","51","1701 LEXINGTON AVENUE","10029","06/03/2014",4620000,-73.9459651613759,40.7926573569802
"27","2014","HARLEM-EAST","1635","24","1711 LEXINGTON","10029","12/22/2014",1420000,-73.945502679677,40.7929178886417
"28","2014","HARLEM-EAST","1636","47","162-164 EAST 109 STREET","10029","05/29/2014",1800000,-73.9442883824139,40.7939191346745
"29","2014","HARLEM-EAST","1638","1014","161 EAST 110 STREET","10029","07/23/2014",755000,-73.94386526763,40.7945886435041
"30","2014","HARLEM-EAST","1638","1036","161 EAST 110 STREET","10029","01/08/2014",718000,-73.94386526763,40.7945886435041
"31","2014","HARLEM-EAST","1638","1038","161 EAST 110 STREET","10029","02/25/2014",516000,-73.94386526763,40.7945886435041
"32","2014","HARLEM-EAST","1638","1050","161 EAST 110TH STREET","10029","08/18/2014",715000,-73.94386526763,40.7945886435041
"33","2014","HARLEM-EAST","1638","40","186 EAST 111 STREET, 1","10029","12/19/2014",412500,-73.9428753685934,40.7949696745966
"34","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","02/21/2014",1341708,-73.9487338736526,40.7849486688804
"35","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","02/27/2014",575000,-73.9487338736526,40.7849486688804
"36","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","04/14/2014",1227500,-73.9487338736526,40.7849486688804
"37","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","04/25/2014",670000,-73.9487338736526,40.7849486688804
"38","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","06/10/2014",1306000,-73.9487338736526,40.7849486688804
"39","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","06/16/2014",1226000,-73.9487338736526,40.7849486688804
"40","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","06/19/2014",1050000,-73.9487338736526,40.7849486688804
"41","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","06/27/2014",860000,-73.9487338736526,40.7849486688804
"42","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","07/22/2014",1150000,-73.9487338736526,40.7849486688804
"43","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","07/31/2014",850000,-73.9487338736526,40.7849486688804
"44","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","10/10/2014",563000,-73.9487338736526,40.7849486688804
"45","2014","HARLEM-EAST","1646","1103","215 EAST 96TH   STREET, CONDP","10128","10/15/2014",920000,-73.9487338736526,40.7849486688804
"46","2014","HARLEM-EAST","1646","1103","215 EAST 96TH STREET, 26D","10128","10/22/2014",1175000,-73.9487338736526,40.7849486688804
"47","2014","HARLEM-EAST","1646","1103","215 EAST 96TH STREET, 40F","10128","08/20/2014",775000,-73.9487338736526,40.7849486688804
"48","2014","HARLEM-EAST","1646","1103","217 EAST 96TH   STREET, 42E","10128","07/18/2014",850000,-73.9487049936895,40.7849376770942
"49","2014","HARLEM-EAST","1646","1103","217 EAST 96TH   STREET, PHD","10128","07/15/2014",779000,-73.9487049936895,40.7849376770942
"50","2014","HARLEM-EAST","1646","1103","217 EAST 96TH STREET, 33F","10128","05/15/2014",750000,-73.9487049936895,40.7849376770942
"51","2014","HARLEM-EAST","1659","1","1985 3 AVENUE","10029","08/07/2014",2250000,-73.9431654444801,40.7936249002978
"52","2014","HARLEM-EAST","1661","1002","227 EAST 111TH STREET","10029","10/17/2014",370000,-73.9415900979619,40.7944475317766
"53","2014","HARLEM-EAST","1661","1006","227 EAST 111TH STREET","10029","09/17/2014",499000,-73.9415900979619,40.7944475317766
"54","2014","HARLEM-EAST","1666","107","217 EAST 116 STREET","10029","02/11/2014",1300000,-73.9394238043884,40.7977044073173
"55","2014","HARLEM-EAST","1675","1","2000 SECOND AVENUE","10029","08/11/2014",1510000,-73.9438304984953,40.7887121572491
"56","2014","HARLEM-EAST","1676","1010","311 EAST 104 STREET","10029","12/29/2014",260000,-73.9428659632189,40.7890959456585
"57","2014","HARLEM-EAST","1676","1407","2019 1 AVENUE","10029","06/26/2014",540000,-73.9409598099461,40.7884170360561
"58","2014","HARLEM-EAST","1676","1414","2021 FIRST AVENUE","10029","03/17/2014",549000,-73.940912807793,40.7884801408172
"59","2014","HARLEM-EAST","1676","1427","2019 1 AVENUE","10029","08/28/2014",530000,-73.9409598099461,40.7884170360561
"60","2014","HARLEM-EAST","1676","1440","2019 1 AVENUE","10029","12/11/2014",350000,-73.9409598099461,40.7884170360561
"61","2014","HARLEM-EAST","1677","1203","319 EAST 105TH STREET","10029","11/07/2014",400000,-73.9422623752661,40.789677528071
"62","2014","HARLEM-EAST","1677","1220","319 EAST 105TH STREET","10029","06/11/2014",449000,-73.9422623752661,40.789677528071
"63","2014","HARLEM-EAST","1677","1226","319 EAST 105 STREET","10029","12/12/2014",450000,-73.9422623752661,40.789677528071
"64","2014","HARLEM-EAST","1680","1019","309 EAST 108TH STRET","10029","11/17/2014",840000,-73.9409063705944,40.7916640264641
"65","2014","HARLEM-EAST","1680","1032","305 EAST 108 STREET","10029","03/24/2014",830000,-73.9410652146158,40.7917299813434
"66","2014","HARLEM-EAST","1681","1011","2132 2 AVENUE","10029","05/28/2014",651680,-73.9407716591168,40.7928881073036
"67","2014","HARLEM-EAST","1681","1013","2132 2ND AVE","10029","03/07/2014",424000,-73.9407716591168,40.7928881073036
"68","2014","HARLEM-EAST","1681","1015","2132 SECOND AVENUE","10029","05/15/2014",455000,-73.9407716591168,40.7928881073036
"69","2014","HARLEM-EAST","1681","1019","2132 SECOND AVENUE","10029","08/04/2014",370000,-73.9407716591168,40.7928881073036
"70","2014","HARLEM-EAST","1681","1217","333 EAST 109 STREET","10029","07/15/2014",675000,-73.9401258405206,40.7921796330775
"71","2014","HARLEM-EAST","1683","1003","324 EAST 112TH","10029","07/15/2014",617500,-73.938834766901,40.7941249691397
"72","2014","HARLEM-EAST","1683","1005","324 EAST 112 STREET","10029","10/17/2014",635000,-73.938834766901,40.7941249691397
"73","2014","HARLEM-EAST","1683","1015","324 EAST 112TH STREET","10029","06/20/2014",439000,-73.938834766901,40.7941249691397
"74","2014","HARLEM-EAST","1683","1105","317 EAST 111TH STREET","10029","07/21/2014",670000,-73.939362610729,40.7935131731872
"75","2014","HARLEM-EAST","1683","1114","317 EAST 111 STREET","10029","06/11/2014",696296,-73.939362610729,40.7935131731872
"76","2014","HARLEM-EAST","1683","27","2159 FIRST AVENUE, 5B","10029","12/09/2014",205000,-73.9374379275702,40.7932404162404
"77","2014","HARLEM-EAST","1683","51","2172 2 AVENUE","10029","10/01/2014",1707500,-73.9397845052906,40.7942352584239
"78","2014","HARLEM-EAST","1687","130","354 EAST 116 STREET","10029","10/18/2014",1500000,-73.9364705998807,40.7964429869194
"79","2014","HARLEM-EAST","1687","51","2254 2 AVENUE","10029","09/03/2014",1200000,-73.9379004804333,40.7968115598377
"80","2014","HARLEM-EAST","1688","12","323 EAST 116 STREET","10029","09/24/2014",1450000,-73.9369940668726,40.7966820656788
"81","2014","HARLEM-EAST","1708","31","442-444 EAST 115TH STREET","10029","06/17/2014",2350000,-73.9348974338712,40.7948831027199
"82","2014","HARLEM-EAST","1709","104","409 EAST 115TH STREET","10029","06/16/2014",1100000,-73.9354389383066,40.7951249435267
"83","2014","UPPER EAST SIDE (59-79)","1375","1029","40 EAST 61ST   STREET","10065","08/07/2014",3750000,-73.9701204105806,40.7646725858361
"84","2014","UPPER EAST SIDE (59-79)","1375","1040","40 EAST 61ST   STREET","10065","07/25/2014",1625000,-73.9701204105806,40.7646725858361
"85","2014","UPPER EAST SIDE (59-79)","1375","1215","530 PARK AVENUE","10065","01/08/2014",1730000,-73.9690702581996,40.7639312283188
"86","2014","UPPER EAST SIDE (59-79)","1375","1224","530 PARK AVENUE","10065","05/15/2014",1960000,-73.9690702581996,40.7639312283188
"87","2014","UPPER EAST SIDE (59-79)","1375","1226","530 PARK AVENUE","10065","01/13/2014",2725000,-73.9690702581996,40.7639312283188
"88","2014","UPPER EAST SIDE (59-79)","1375","1227","530 PARK AVENUE","10065","01/03/2014",4378475,-73.9690702581996,40.7639312283188
"89","2014","UPPER EAST SIDE (59-79)","1375","1229","530 PARK AVENUE","10065","01/16/2014",1825000,-73.9690702581996,40.7639312283188
"90","2014","UPPER EAST SIDE (59-79)","1375","1231","530 PARK AVENUE","10065","01/10/2014",1975000,-73.9690702581996,40.7639312283188
"91","2014","UPPER EAST SIDE (59-79)","1375","1232","530 PARK AVENUE","10065","10/10/2014",1934675,-73.9690702581996,40.7639312283188
"92","2014","UPPER EAST SIDE (59-79)","1375","1234","530 PARK AVENUE","10065","01/21/2014",4843800,-73.9690702581996,40.7639312283188
"93","2014","UPPER EAST SIDE (59-79)","1375","1238","530 PARK AVENUE","10065","01/28/2014",1880000,-73.9690702581996,40.7639312283188
"94","2014","UPPER EAST SIDE (59-79)","1375","1251","530 PARK AVENUE","10065","02/10/2014",2093934,-73.9690702581996,40.7639312283188
"95","2014","UPPER EAST SIDE (59-79)","1375","1252","530 PARK AVENUE","10065","09/30/2014",1995000,-73.9690702581996,40.7639312283188
"96","2014","UPPER EAST SIDE (59-79)","1375","1257","530 PARK AVENUE","10065","01/15/2014",1725000,-73.9690702581996,40.7639312283188
"97","2014","UPPER EAST SIDE (59-79)","1375","1258","530 PARK AVENUE","10065","01/16/2014",1781937,-73.9690702581996,40.7639312283188
"98","2014","UPPER EAST SIDE (59-79)","1375","1264","530 PARK AVENUE","10065","01/14/2014",2112868,-73.9690702581996,40.7639312283188
"99","2014","UPPER EAST SIDE (59-79)","1375","1266","530 PARK AVENUE","10065","03/07/2014",2573268,-73.9690702581996,40.7639312283188
"100","2014","UPPER EAST SIDE (59-79)","1375","1278","530 PARK AVENUE","10065","01/14/2014",2469256,-73.9690702581996,40.7639312283188
"101","2014","UPPER EAST SIDE (59-79)","1375","1281","530 PARK AVENUE","10065","01/06/2014",4875000,-73.9690702581996,40.7639312283188
"102","2014","UPPER EAST SIDE (59-79)","1375","1283","530 PARK AVENUE","10065","01/09/2014",1950000,-73.9690702581996,40.7639312283188
"103","2014","UPPER EAST SIDE (59-79)","1375","1307","530 PARK AVENUE","10065","01/27/2014",4000000,-73.9690702581996,40.7639312283188
"104","2014","UPPER EAST SIDE (59-79)","1375","1309","530 PARK AVENUE","10065","01/15/2014",1650000,-73.9690702581996,40.7639312283188
"105","2014","UPPER EAST SIDE (59-79)","1376","37","550 PARK AVENUE, 7W","10065","12/22/2014",4500000,-73.9688532321078,40.7648534031947
"106","2014","UPPER EAST SIDE (59-79)","1376","51","30 EAST 62ND STREET, 11A","10065","07/31/2014",1750000,-73.9698204697586,40.7653669273398
"107","2014","UPPER EAST SIDE (59-79)","1377","1024","701 MADISON AVENUE","10065","12/23/2014",900000,-73.9697841730982,40.7658005869995
"108","2014","UPPER EAST SIDE (59-79)","1377","1053","701 MADISON AVENUE","10065","02/14/2014",1500000,-73.9697841730982,40.7658005869995
"109","2014","UPPER EAST SIDE (59-79)","1377","1078","701 MADISON AVENUE","10065","12/23/2014",900000,-73.9697841730982,40.7658005869995
"110","2014","UPPER EAST SIDE (59-79)","1377","29","45 EAST 62ND STREET","10065","05/28/2014",106470,-73.969524499448,40.7652598045035
"111","2014","UPPER EAST SIDE (59-79)","1377","40","570 PARK AVE, 10D","10065","06/11/2014",2675000,-73.9684305619411,40.7654955577294
"112","2014","UPPER EAST SIDE (59-79)","1377","40","570 PARK AVENUE, 10A","10065","12/04/2014",4400000,-73.9684305619411,40.7654955577294
"113","2014","UPPER EAST SIDE (59-79)","1377","40","570 PARK AVENUE, A-B","10065","03/31/2014",750000,-73.9684305619411,40.7654955577294
"114","2014","UPPER EAST SIDE (59-79)","1378","1001","35 EAST 63RD   STREET","10065","03/03/2014",4035000,-73.9692065047291,40.765943160608
"115","2014","UPPER EAST SIDE (59-79)","1378","64","14 EAST 64TH STREET, 3B","10065","04/07/2014",360000,-73.9700146369587,40.7670824413752
"116","2014","UPPER EAST SIDE (59-79)","1378","64","14 EAST 64TH STREET, 4B","10065","03/28/2014",753750,-73.9700146369587,40.7670824413752
"117","2014","UPPER EAST SIDE (59-79)","1378","70","825 FIFTH AVENUE, 1A","10065","02/19/2014",2075000,-73.9709135311855,40.7671210981861
"118","2014","UPPER EAST SIDE (59-79)","1378","70","825 FIFTH AVENUE, 8B","10065","06/30/2014",3650000,-73.9709135311855,40.7671210981861
"119","2014","UPPER EAST SIDE (59-79)","1379","1160","610 PARK AVENUE","10065","12/02/2014",3350000,-73.9671990591234,40.7664970443344
"120","2014","UPPER EAST SIDE (59-79)","1379","1186","610 PARK AVENUE","10065","12/22/2014",4250000,-73.9671990591234,40.7664970443344
"121","2014","UPPER EAST SIDE (59-79)","1379","1316","838 5 AVENUE","10065","07/10/2014",1138500,-73.9703391692774,40.76792516081
"122","2014","UPPER EAST SIDE (59-79)","1379","21","29 EAST 64TH STREET, 3B","10065","01/15/2014",2900000,-73.9688993323817,40.7666292634303
"123","2014","UPPER EAST SIDE (59-79)","1379","21","29 EAST 64TH STREET, BB","10065","02/27/2014",1698602,-73.9688993323817,40.7666292634303
"124","2014","UPPER EAST SIDE (59-79)","1379","45","44 EAST 65TH   STREET, 5A","10065","02/25/2014",1375000,-73.9682131786756,40.767136853269
"125","2014","UPPER EAST SIDE (59-79)","1379","51","30 EAST 65TH   STREET","10065","06/01/2014",275800,-73.9684225207926,40.7672274872867
"126","2014","UPPER EAST SIDE (59-79)","1379","51","30 EAST 65TH  STREET, 15B","10065","06/05/2014",2895000,-73.9684225207926,40.7672274872867
"127","2014","UPPER EAST SIDE (59-79)","1379","51","30 EAST 65TH STREET, 12A","10065","08/22/2014",2350000,-73.9684225207926,40.7672274872867
"128","2014","UPPER EAST SIDE (59-79)","1379","51","30 EAST 65TH STREET, 4D","10065","02/04/2014",1025000,-73.9684225207926,40.7672274872867
"129","2014","UPPER EAST SIDE (59-79)","1379","51","30 EAST 65TH STREET, 6A","10065","04/03/2014",1995000,-73.9684225207926,40.7672274872867
"130","2014","UPPER EAST SIDE (59-79)","1380","1002","40 EAST 66TH ST","10065","01/08/2014",3195000,-73.9678410189519,40.7678009772789
"131","2014","UPPER EAST SIDE (59-79)","1380","1005","40 EAST 66TH   STREET","10065","07/28/2014",1495000,-73.9678410189519,40.7678009772789
"132","2014","UPPER EAST SIDE (59-79)","1380","23","27 EAST 65 STREET, 3D","10065","01/28/2014",1525000,-73.9684405582472,40.7672549396383
"133","2014","UPPER EAST SIDE (59-79)","1380","23","27 EAST 65TH STREET, 4B","10065","09/24/2014",1800000,-73.9684405582472,40.7672549396383
"134","2014","UPPER EAST SIDE (59-79)","1380","23","27 EAST 65TH STREET, 7E","10065","07/16/2014",723225,-73.9684405582472,40.7672549396383
"135","2014","UPPER EAST SIDE (59-79)","1380","33","55 EAST 65TH STREET, 1E","10065","12/12/2014",628500,-73.9680327019779,40.7670791637744
"136","2014","UPPER EAST SIDE (59-79)","1381","1","1 EAST 66TH STREET, 6A","10065","02/26/2014",3341988,-73.9695807548812,40.7685535086493
"137","2014","UPPER EAST SIDE (59-79)","1381","1","1 EAST 66TH STREET, 8A","10065","08/06/2014",2600000,-73.9695807548812,40.7685535086493
"138","2014","UPPER EAST SIDE (59-79)","1381","1210","44 EAST 67TH   STREET","10065","05/14/2014",1320000,-73.9672956005529,40.768390942981
"139","2014","UPPER EAST SIDE (59-79)","1381","1223","44 EAST 67TH   STREET","10065","07/02/2014",1487500,-73.9672956005529,40.768390942981
"140","2014","UPPER EAST SIDE (59-79)","1381","38","650 PARK AVENUE, 15F","10065","05/13/2014",2837500,-73.9663356586003,40.7676797786748
"141","2014","UPPER EAST SIDE (59-79)","1381","38","650 PARK AVENUE, 19A","10065","04/02/2014",3724000,-73.9663356586003,40.7676797786748
"142","2014","UPPER EAST SIDE (59-79)","1381","38","650 PARK AVENUE, 7B","10065","07/09/2014",2125000,-73.9663356586003,40.7676797786748
"143","2014","UPPER EAST SIDE (59-79)","1381","38","650 PARK AVENUE, 9D","10065","08/26/2014",2550000,-73.9663356586003,40.7676797786748
"144","2014","UPPER EAST SIDE (59-79)","1381","38","650 PARK AVENUE, 9F","10065","07/30/2014",3400000,-73.9663356586003,40.7676797786748
"145","2014","UPPER EAST SIDE (59-79)","1382","1003","20 EAST 68TH STREET, 12A","10065","08/19/2014",2000000,-73.9678943689651,40.7694643048276
"146","2014","UPPER EAST SIDE (59-79)","1382","1003","20 EAST 68TH STREET, 5B","10065","06/18/2014",1300000,-73.9678943689651,40.7694643048276
"147","2014","UPPER EAST SIDE (59-79)","1382","65","6 EAST 68TH STREET, 5","10065","10/16/2014",2400000,-73.9684971538652,40.769719732035
"148","2014","UPPER EAST SIDE (59-79)","1382","65","8 EAST 68","10065","09/22/2014",2995000,-73.9684141368622,40.7696812829477
"149","2014","UPPER EAST SIDE (59-79)","1382","65","8 EAST 68TH STREET, 1A","10065","09/29/2014",800000,-73.9684141368622,40.7696812829477
"150","2014","UPPER EAST SIDE (59-79)","1382","69","860 FIFTH AVENUE, 11G","10065","05/01/2014",820000,-73.9692048739141,40.7694701520271
"151","2014","UPPER EAST SIDE (59-79)","1382","69","860 FIFTH AVENUE, 16A","10065","03/07/2014",4295000,-73.9692048739141,40.7694701520271
"152","2014","UPPER EAST SIDE (59-79)","1382","69","860 FIFTH AVENUE, 2M","10065","01/23/2014",1845000,-73.9692048739141,40.7694701520271
"153","2014","UPPER EAST SIDE (59-79)","1382","69","860 FIFTH AVENUE, 9A","10065","09/22/2014",4000000,-73.9692048739141,40.7694701520271
"154","2014","UPPER EAST SIDE (59-79)","1383","1","870 FIFTH AVENUE, 5F","10065","09/05/2014",2995000,-73.9684213000474,40.7698020534676
"155","2014","UPPER EAST SIDE (59-79)","1383","1","870 FIFTH AVENUE, 7E","10065","01/21/2014",2100000,-73.9684213000474,40.7698020534676
"156","2014","UPPER EAST SIDE (59-79)","1383","69","875 FIFTH AVENUE, 18D","10065","07/03/2014",3597814,-73.9686304840459,40.7702467584576
"157","2014","UPPER EAST SIDE (59-79)","1383","69","875 FIFTH AVENUE, 4E","10065","06/24/2014",2100000,-73.9686304840459,40.7702467584576
"158","2014","UPPER EAST SIDE (59-79)","1383","69","875 FIFTH AVENUE, 7F","10065","09/10/2014",1240000,-73.9686304840459,40.7702467584576
"159","2014","UPPER EAST SIDE (59-79)","1384","1","880 5 AVENUE, 3B","10021","07/17/2014",3950000,-73.9683667645775,40.7706062472488
"160","2014","UPPER EAST SIDE (59-79)","1384","1","880 FIFTH AVENUE, 15G","10021","01/24/2014",2500000,-73.9683667645775,40.7706062472488
"161","2014","UPPER EAST SIDE (59-79)","1384","1","880 FIFTH AVENUE, 2B","10021","06/19/2014",3625000,-73.9683667645775,40.7706062472488
"162","2014","UPPER EAST SIDE (59-79)","1384","1","880 FIFTH AVENUE, 9C","10021","06/16/2014",2000000,-73.9683667645775,40.7706062472488
"163","2014","UPPER EAST SIDE (59-79)","1384","37","710 PARK AVENUE, 12A","10021","10/30/2014",3225000,-73.9649555974863,40.7695732380626
"164","2014","UPPER EAST SIDE (59-79)","1384","37","710 PARK AVENUE, 12C","10021","12/11/2014",2600000,-73.9649555974863,40.7695732380626
"165","2014","UPPER EAST SIDE (59-79)","1384","37","710 PARK AVENUE, 17C","10021","07/29/2014",4312500,-73.9649555974863,40.7695732380626
"166","2014","UPPER EAST SIDE (59-79)","1384","37","710 PARK AVENUE, 19B","10021","11/17/2014",3400000,-73.9649555974863,40.7695732380626
"167","2014","UPPER EAST SIDE (59-79)","1384","37","710 PARK AVENUE, 7E","10021","02/04/2014",1426500,-73.9649555974863,40.7695732380626
"168","2014","UPPER EAST SIDE (59-79)","1386","1","900 FIFTH AVENUE, 12B","10021","07/16/2014",4700000,-73.9673804912442,40.7719701076808
"169","2014","UPPER EAST SIDE (59-79)","1386","1","900 FIFTH AVENUE, 5A","10021","08/07/2014",4900000,-73.9673804912442,40.7719701076808
"170","2014","UPPER EAST SIDE (59-79)","1386","1006","50 EAST 72ND   STREET","10021","10/22/2014",2100000,-73.9648606991993,40.7715302085151
"171","2014","UPPER EAST SIDE (59-79)","1386","1022","50 EAST 72ND   STREET","10021","03/07/2014",3200000,-73.9648606991993,40.7715302085151
"172","2014","UPPER EAST SIDE (59-79)","1386","1023","50 EAST 72ND   STREET","10021","03/07/2014",2200000,-73.9648606991993,40.7715302085151
"173","2014","UPPER EAST SIDE (59-79)","1386","37","750 PARK AVENUE, 10E","10021","08/13/2014",725000,-73.9640126331586,40.7708629750911
"174","2014","UPPER EAST SIDE (59-79)","1386","37","750 PARK AVENUE, 7C","10021","01/30/2014",1650000,-73.9640126331586,40.7708629750911
"175","2014","UPPER EAST SIDE (59-79)","1386","49","30 EAST 72ND STREET, 10B","10021","03/11/2014",2200000,-73.9651530694903,40.7716565553114
"176","2014","UPPER EAST SIDE (59-79)","1386","49","30 EAST 72ND STREET, 3A","10021","02/05/2014",3595000,-73.9651530694903,40.7716565553114
"177","2014","UPPER EAST SIDE (59-79)","1386","6","3 EAST 71ST STREET, 3D","10021","07/29/2014",1050000,-73.9671929153404,40.7716406857353
"178","2014","UPPER EAST SIDE (59-79)","1387","1","910 FIFTH AVENUE, 3C","10021","05/09/2014",2325000,-73.9665246149568,40.7724145099112
"179","2014","UPPER EAST SIDE (59-79)","1387","1","910 FIFTH AVENUE, 4C","10021","07/02/2014",2600000,-73.9665246149568,40.7724145099112
"180","2014","UPPER EAST SIDE (59-79)","1387","14","19 EAST 72ND STREET, SR 6","10021","03/12/2014",202800,-73.9659507718881,40.7720108651433
"181","2014","UPPER EAST SIDE (59-79)","1387","14","19 EAST 72ND STREET, SR21","10021","08/04/2014",307135,-73.9659507718881,40.7720108651433
"182","2014","UPPER EAST SIDE (59-79)","1387","21","31 EAST 72ND STREET, 6C","10021","06/26/2014",499000,-73.9651422313102,40.7716702757289
"183","2014","UPPER EAST SIDE (59-79)","1387","21","31 EAST 72ND STREET, PHD","10021","08/12/2014",1100000,-73.9651422313102,40.7716702757289
"184","2014","UPPER EAST SIDE (59-79)","1387","27","45 EAST 72ND STREET, 17B","10021","10/10/2014",2875000,-73.9649364885748,40.7715823816487
"185","2014","UPPER EAST SIDE (59-79)","1387","27","45 EAST 72ND STREET, 4C","10021","06/20/2014",4295000,-73.9649364885748,40.7715823816487
"186","2014","UPPER EAST SIDE (59-79)","1388","1028","923 5 AVENUE","10021","08/15/2014",1150000,-73.9664556072448,40.7732296772283
"187","2014","UPPER EAST SIDE (59-79)","1388","37","784 PARK AVENUE, 11A","10021","05/12/2014",4500000,-73.9633113373495,40.7724958737336
"188","2014","UPPER EAST SIDE (59-79)","1388","37","784 PARK AVENUE, 3A","10021","06/16/2014",4695000,-73.9633113373495,40.7724958737336
"189","2014","UPPER EAST SIDE (59-79)","1388","37","784 PARK AVENUE, 4A","10021","04/22/2014",4600000,-73.9633113373495,40.7724958737336
"190","2014","UPPER EAST SIDE (59-79)","1388","56","20 EAST 74TH STREET, 14F","10021","10/31/2014",1350000,-73.9649247641912,40.7732786266923
"191","2014","UPPER EAST SIDE (59-79)","1388","56","20 EAST 74TH STREET, 15C","10021","12/29/2014",994500,-73.9649247641912,40.7732786266923
"192","2014","UPPER EAST SIDE (59-79)","1388","56","20 EAST 74TH STREET, 4B","10021","08/20/2014",1675000,-73.9649247641912,40.7732786266923
"193","2014","UPPER EAST SIDE (59-79)","1388","56","20 EAST 74TH STREET, SR1","10021","08/20/2014",145000,-73.9649247641912,40.7732786266923
"194","2014","UPPER EAST SIDE (59-79)","1388","56","20 EAST 74TH STREET, SR4","10021","10/31/2014",120000,-73.9649247641912,40.7732786266923
"195","2014","UPPER EAST SIDE (59-79)","1388","8","11 EAST 73RD STREET, 4C","10021","04/09/2014",1625000,-73.965939487401,40.772897412451
"196","2014","UPPER EAST SIDE (59-79)","1389","1","930 5TH AVENUE, 9F","10021","11/25/2014",2500000,-73.9656213599112,40.773696036873
"197","2014","UPPER EAST SIDE (59-79)","1389","1","930 FIFTH AVENUE, 10E","10021","04/02/2014",2500000,-73.9656213599112,40.773696036873
