"Year","Distance","BLOCK","avg.index"
2005,"other",1632,219.468394138333
2005,"other",1633,219.468394138333
2005,"other",1634,219.468394138333
2005,"other",1751,219.468394138333
2005,"other",1752,219.468394138333
2005,"other",1753,219.468394138333
2005,"other",1671,219.468394138333
2005,"other",1673,219.468394138333
2005,"other",1806,219.468394138333
2005,"other",1807,219.468394138333
2005,"other",1723,219.468394138333
2005,"other",1724,219.468394138333
2005,"other",1725,219.468394138333
2005,"other",1745,219.468394138333
2005,"other",1660,219.468394138333
2005,"other",1661,219.468394138333
2005,"other",1665,219.468394138333
2005,"other",1666,219.468394138333
2005,"other",1667,219.468394138333
2005,"other",1795,219.468394138333
2005,"other",1623,219.468394138333
2005,"other",1802,219.468394138333
2005,"other",1722,219.468394138333
2005,"other",1625,219.468394138333
2005,"other",1815,219.468394138333
2005,"other",1628,219.468394138333
2005,"other",1748,219.468394138333
2005,"other",1749,219.468394138333
2005,"other",1750,219.468394138333
2005,"other",1790,219.468394138333
2005,"other",1796,219.468394138333
2005,"other",1627,219.468394138333
2006,"1 block",1427,136.823485171156
2006,"1 block",1426,136.823485171156
2006,"1 block",1525,136.823485171156
2006,"1 block",1425,136.823485171156
2006,"1 block",1424,136.823485171156
2006,"1 block",1430,136.823485171156
2006,"1 block",1431,136.823485171156
2006,"1 block",1432,136.823485171156
2006,"1 block",1433,136.823485171156
2006,"1 block",1526,136.823485171156
2006,"1 block",1423,136.823485171156
2006,"1 block",1646,136.823485171156
2006,"1 block",1539,136.823485171156
2006,"1 block",1540,136.823485171156
2006,"1 block",1542,136.823485171156
2006,"1 block",1428,136.823485171156
2006,"1 block",1429,136.823485171156
2006,"1 block",1529,136.823485171156
2006,"1 block",1530,136.823485171156
2006,"1 block",1547,136.823485171156
2006,"1 block",1548,136.823485171156
2006,"1 block",1549,136.823485171156
2006,"1 block",1550,136.823485171156
2006,"1 block",1551,136.823485171156
2006,"1 block",1552,136.823485171156
2006,"1 block",1554,136.823485171156
2006,"1 block",1555,136.823485171156
2006,"1 block",1556,136.823485171156
2006,"1 block",1527,136.823485171156
2006,"1 block",1528,136.823485171156
2006,"1 block",1545,136.823485171156
2006,"1 block",1546,136.823485171156
2006,"1 block",1444,136.823485171156
2006,"1 block",1531,136.823485171156
2006,"1 block",1532,136.823485171156
2006,"1 block",1533,136.823485171156
2006,"1 block",1534,136.823485171156
2006,"1 block",1535,136.823485171156
2006,"1 block",1536,136.823485171156
2006,"1 block",1537,136.823485171156
2006,"1 block",1452,136.823485171156
2006,"1 block",1453,136.823485171156
2006,"1 block",1543,136.823485171156
2006,"1 block",1544,136.823485171156
2006,"1 block",1443,136.823485171156
2006,"1 block",1448,136.823485171156
2006,"1 block",1445,136.823485171156
2006,"1 block",1446,136.823485171156
2006,"1 block",1447,136.823485171156
2006,"1 block",1449,136.823485171156
2006,"1 block",1450,136.823485171156
2006,"1 block",1451,136.823485171156
2006,"1 block",1557,136.823485171156
2006,"2-3 blocks left",1408,131.911127771819
2006,"2-3 blocks left",1410,131.911127771819
2006,"2-3 blocks left",1406,131.911127771819
2006,"2-3 blocks left",1523,131.911127771819
2006,"2-3 blocks left",1624,131.911127771819
2006,"2-3 blocks left",1409,131.911127771819
2006,"2-3 blocks left",1511,131.911127771819
2006,"2-3 blocks left",1512,131.911127771819
2006,"2-3 blocks left",1411,131.911127771819
2006,"2-3 blocks left",1403,131.911127771819
2006,"2-3 blocks left",1404,131.911127771819
2006,"2-3 blocks left",1405,131.911127771819
2006,"2-3 blocks left",1407,131.911127771819
2006,"2-3 blocks left",1509,131.911127771819
2006,"2-3 blocks left",1524,131.911127771819
2006,"2-3 blocks left",1413,131.911127771819
2006,"2-3 blocks left",1515,131.911127771819
2006,"2-3 blocks left",1517,131.911127771819
2006,"2-3 blocks left",1412,131.911127771819
2006,"2-3 blocks left",1519,131.911127771819
2006,"2-3 blocks left",1520,131.911127771819
2006,"2-3 blocks left",1508,131.911127771819
2006,"2-3 blocks left",1518,131.911127771819
2006,"2-3 blocks left",1510,131.911127771819
2006,"2-3 blocks left",1514,131.911127771819
2006,"2-3 blocks left",1522,131.911127771819
2006,"2-3 blocks left",1513,131.911127771819
2006,"2-3 blocks left",1516,131.911127771819
2006,"2-3 blocks left",1521,131.911127771819
2006,"2 blocks right",1562,226.03353297167
2006,"2 blocks right",1570,226.03353297167
2006,"2 blocks right",1571,226.03353297167
2006,"2 blocks right",1559,226.03353297167
2006,"2 blocks right",1560,226.03353297167
2006,"2 blocks right",1561,226.03353297167
2006,"2 blocks right",1563,226.03353297167
2006,"2 blocks right",1564,226.03353297167
2006,"2 blocks right",1565,226.03353297167
2006,"2 blocks right",1566,226.03353297167
2006,"2 blocks right",1567,226.03353297167
2006,"2 blocks right",1568,226.03353297167
2006,"2 blocks right",1569,226.03353297167
2006,"2 blocks right",1471,226.03353297167
2006,"2 blocks right",1472,226.03353297167
2006,"2 blocks right",1473,226.03353297167
2006,"2 blocks right",1465,226.03353297167
2006,"2 blocks right",1466,226.03353297167
2006,"2 blocks right",1467,226.03353297167
2006,"2 blocks right",1464,226.03353297167
2006,"2 blocks right",1469,226.03353297167
2006,"2 blocks right",1470,226.03353297167
2006,"2 blocks right",1468,226.03353297167
2006,"3-4 blocks right",1579,79.5307330154226
2006,"3-4 blocks right",1577,79.5307330154226
2006,"3-4 blocks right",1578,79.5307330154226
2006,"3-4 blocks right",1589,79.5307330154226
2006,"3-4 blocks right",1590,79.5307330154226
2006,"3-4 blocks right",1576,79.5307330154226
2006,"3-4 blocks right",1483,79.5307330154226
2006,"3-4 blocks right",1484,79.5307330154226
2006,"3-4 blocks right",1487,79.5307330154226
2006,"3-4 blocks right",1489,79.5307330154226
2006,"3-4 blocks right",1580,79.5307330154226
2006,"3-4 blocks right",1581,79.5307330154226
2006,"3-4 blocks right",1582,79.5307330154226
2006,"3-4 blocks right",1583,79.5307330154226
2006,"3-4 blocks right",1584,79.5307330154226
2006,"3-4 blocks right",1585,79.5307330154226
2006,"3-4 blocks right",1586,79.5307330154226
2006,"4-5 blocks left",1393,152.658234137883
2006,"4-5 blocks left",1391,152.658234137883
2006,"4-5 blocks left",1388,152.658234137883
2006,"4-5 blocks left",1389,152.658234137883
2006,"4-5 blocks left",1497,152.658234137883
2006,"4-5 blocks left",1498,152.658234137883
2006,"4-5 blocks left",1494,152.658234137883
2006,"4-5 blocks left",1392,152.658234137883
2006,"4-5 blocks left",1385,152.658234137883
2006,"4-5 blocks left",1386,152.658234137883
2006,"4-5 blocks left",1383,152.658234137883
2006,"4-5 blocks left",1505,152.658234137883
2006,"4-5 blocks left",1506,152.658234137883
2006,"4-5 blocks left",1507,152.658234137883
2006,"4-5 blocks left",1390,152.658234137883
2006,"4-5 blocks left",1499,152.658234137883
2006,"4-5 blocks left",1495,152.658234137883
2006,"4-5 blocks left",1496,152.658234137883
2006,"4-5 blocks left",1502,152.658234137883
2006,"4-5 blocks left",1387,152.658234137883
2006,"4-5 blocks left",1384,152.658234137883
2006,"4-5 blocks left",1602,152.658234137883
2006,"4-5 blocks left",1493,152.658234137883
2006,"4-5 blocks left",1501,152.658234137883
2006,"4-5 blocks left",1491,152.658234137883
2006,"4-5 blocks left",1492,152.658234137883
2006,"4-5 blocks left",1500,152.658234137883
2006,"4-5 blocks left",1503,152.658234137883
2006,"4-5 blocks left",1504,152.658234137883
2006,"other",1375,167.617221825452
2006,"other",1376,167.617221825452
2006,"other",1377,167.617221825452
2006,"other",1378,167.617221825452
2006,"other",1379,167.617221825452
2006,"other",1380,167.617221825452
2006,"other",1381,167.617221825452
2006,"other",1382,167.617221825452
2006,"other",1785,167.617221825452
2006,"other",1788,167.617221825452
2006,"other",1789,167.617221825452
2006,"other",1791,167.617221825452
2006,"other",1795,167.617221825452
2006,"other",1796,167.617221825452
2006,"other",1802,167.617221825452
2006,"other",1806,167.617221825452
2006,"other",1807,167.617221825452
2006,"other",1815,167.617221825452
2006,"other",1437,167.617221825452
2006,"other",1395,167.617221825452
2006,"other",1396,167.617221825452
2006,"other",1397,167.617221825452
2006,"other",1398,167.617221825452
2006,"other",1399,167.617221825452
2006,"other",1400,167.617221825452
2006,"other",1401,167.617221825452
2006,"other",1402,167.617221825452
2006,"other",1616,167.617221825452
2006,"other",1617,167.617221825452
2006,"other",1621,167.617221825452
2006,"other",1622,167.617221825452
2006,"other",1623,167.617221825452
2006,"other",1746,167.617221825452
2006,"other",1625,167.617221825452
2006,"other",1456,167.617221825452
2006,"other",1457,167.617221825452
2006,"other",1458,167.617221825452
2006,"other",1460,167.617221825452
2006,"other",1415,167.617221825452
2006,"other",1416,167.617221825452
2006,"other",1417,167.617221825452
2006,"other",1418,167.617221825452
2006,"other",1419,167.617221825452
2006,"other",1421,167.617221825452
2006,"other",1422,167.617221825452
2006,"other",1774,167.617221825452
2006,"other",1654,167.617221825452
2006,"other",1655,167.617221825452
2006,"other",1659,167.617221825452
2006,"other",1660,167.617221825452
2006,"other",1661,167.617221825452
2006,"other",1665,167.617221825452
2006,"other",1666,167.617221825452
2006,"other",1667,167.617221825452
2006,"other",1676,167.617221825452
2006,"other",1677,167.617221825452
2006,"other",1435,167.617221825452
2006,"other",1436,167.617221825452
2006,"other",1682,167.617221825452
2006,"other",1438,167.617221825452
2006,"other",1439,167.617221825452
2006,"other",1440,167.617221825452
2006,"other",1441,167.617221825452
2006,"other",1603,167.617221825452
2006,"other",1608,167.617221825452
2006,"other",1613,167.617221825452
2006,"other",1614,167.617221825452
2006,"other",1722,167.617221825452
2006,"other",1724,167.617221825452
2006,"other",1725,167.617221825452
2006,"other",1726,167.617221825452
2006,"other",1745,167.617221825452
2006,"other",1772,167.617221825452
2006,"other",1748,167.617221825452
2006,"other",1749,167.617221825452
2006,"other",1750,167.617221825452
2006,"other",1751,167.617221825452
2006,"other",1752,167.617221825452
2006,"other",1631,167.617221825452
2006,"other",1634,167.617221825452
2006,"other",1635,167.617221825452
2006,"other",1638,167.617221825452
2006,"other",1639,167.617221825452
2006,"other",1644,167.617221825452
2006,"other",1645,167.617221825452
2006,"other",1704,167.617221825452
2006,"other",1778,167.617221825452
2006,"other",1783,167.617221825452
2006,"other",1784,167.617221825452
2006,"other",1715,167.617221825452
2006,"other",1708,167.617221825452
2006,"other",1709,167.617221825452
2006,"other",1710,167.617221825452
2006,"other",1681,167.617221825452
2006,"other",1768,167.617221825452
2006,"other",1769,167.617221825452
2006,"other",1680,167.617221825452
2006,"other",1688,167.617221825452
2006,"other",1627,167.617221825452
2006,"other",1683,167.617221825452
2006,"other",1687,167.617221825452
2006,"other",1753,167.617221825452
2006,"other",1754,167.617221825452
2006,"other",1628,167.617221825452
2006,"other",1629,167.617221825452
2006,"other",1770,167.617221825452
2006,"other",1771,167.617221825452
2006,"other",1630,167.617221825452
2006,"other",1595,167.617221825452
2007,"1 block",1646,185.106974538666
2007,"1 block",1426,185.106974538666
2007,"1 block",1430,185.106974538666
2007,"1 block",1427,185.106974538666
2007,"1 block",1432,185.106974538666
2007,"1 block",1433,185.106974538666
2007,"1 block",1431,185.106974538666
2007,"1 block",1423,185.106974538666
2007,"1 block",1424,185.106974538666
2007,"1 block",1425,185.106974538666
2007,"1 block",1525,185.106974538666
2007,"1 block",1428,185.106974538666
2007,"1 block",1429,185.106974538666
2007,"1 block",1528,185.106974538666
2007,"1 block",1529,185.106974538666
2007,"1 block",1530,185.106974538666
2007,"1 block",1548,185.106974538666
2007,"1 block",1549,185.106974538666
2007,"1 block",1550,185.106974538666
2007,"1 block",1551,185.106974538666
2007,"1 block",1552,185.106974538666
2007,"1 block",1553,185.106974538666
2007,"1 block",1554,185.106974538666
2007,"1 block",1555,185.106974538666
2007,"1 block",1526,185.106974538666
2007,"1 block",1527,185.106974538666
2007,"1 block",1545,185.106974538666
2007,"1 block",1546,185.106974538666
2007,"1 block",1547,185.106974538666
2007,"1 block",1445,185.106974538666
2007,"1 block",1532,185.106974538666
2007,"1 block",1533,185.106974538666
2007,"1 block",1534,185.106974538666
2007,"1 block",1535,185.106974538666
2007,"1 block",1536,185.106974538666
2007,"1 block",1537,185.106974538666
2007,"1 block",1539,185.106974538666
2007,"1 block",1540,185.106974538666
2007,"1 block",1542,185.106974538666
2007,"1 block",1543,185.106974538666
2007,"1 block",1443,185.106974538666
2007,"1 block",1444,185.106974538666
2007,"1 block",1449,185.106974538666
2007,"1 block",1446,185.106974538666
2007,"1 block",1447,185.106974538666
2007,"1 block",1448,185.106974538666
2007,"1 block",1453,185.106974538666
2007,"1 block",1450,185.106974538666
2007,"1 block",1451,185.106974538666
2007,"1 block",1452,185.106974538666
2007,"1 block",1544,185.106974538666
2007,"1 block",1556,185.106974538666
2007,"1 block",1557,185.106974538666
2007,"1 block",1558,185.106974538666
2007,"2-3 blocks left",1410,198.118556030744
2007,"2-3 blocks left",1409,198.118556030744
2007,"2-3 blocks left",1524,198.118556030744
2007,"2-3 blocks left",1411,198.118556030744
2007,"2-3 blocks left",1408,198.118556030744
2007,"2-3 blocks left",1403,198.118556030744
2007,"2-3 blocks left",1404,198.118556030744
2007,"2-3 blocks left",1405,198.118556030744
2007,"2-3 blocks left",1407,198.118556030744
2007,"2-3 blocks left",1522,198.118556030744
2007,"2-3 blocks left",1523,198.118556030744
2007,"2-3 blocks left",1510,198.118556030744
2007,"2-3 blocks left",1511,198.118556030744
2007,"2-3 blocks left",1624,198.118556030744
2007,"2-3 blocks left",1412,198.118556030744
2007,"2-3 blocks left",1413,198.118556030744
2007,"2-3 blocks left",1514,198.118556030744
2007,"2-3 blocks left",1515,198.118556030744
2007,"2-3 blocks left",1517,198.118556030744
2007,"2-3 blocks left",1518,198.118556030744
2007,"2-3 blocks left",1519,198.118556030744
2007,"2-3 blocks left",1406,198.118556030744
2007,"2-3 blocks left",1508,198.118556030744
2007,"2-3 blocks left",1509,198.118556030744
2007,"2-3 blocks left",1513,198.118556030744
2007,"2-3 blocks left",1520,198.118556030744
2007,"2-3 blocks left",1512,198.118556030744
2007,"2-3 blocks left",1516,198.118556030744
2007,"2-3 blocks left",1521,198.118556030744
2007,"2 blocks right",1561,154.517399726499
2007,"2 blocks right",1560,154.517399726499
2007,"2 blocks right",1562,154.517399726499
2007,"2 blocks right",1563,154.517399726499
2007,"2 blocks right",1564,154.517399726499
2007,"2 blocks right",1565,154.517399726499
2007,"2 blocks right",1566,154.517399726499
2007,"2 blocks right",1567,154.517399726499
2007,"2 blocks right",1568,154.517399726499
2007,"2 blocks right",1569,154.517399726499
2007,"2 blocks right",1570,154.517399726499
2007,"2 blocks right",1571,154.517399726499
2007,"2 blocks right",1466,154.517399726499
2007,"2 blocks right",1559,154.517399726499
2007,"2 blocks right",1468,154.517399726499
2007,"2 blocks right",1464,154.517399726499
2007,"2 blocks right",1470,154.517399726499
2007,"2 blocks right",1467,154.517399726499
2007,"2 blocks right",1472,154.517399726499
2007,"2 blocks right",1469,154.517399726499
2007,"2 blocks right",1471,154.517399726499
2007,"2 blocks right",1473,154.517399726499
2007,"3-4 blocks right",1576,108.09116282753
2007,"3-4 blocks right",1578,108.09116282753
2007,"3-4 blocks right",1483,108.09116282753
2007,"3-4 blocks right",1484,108.09116282753
2007,"3-4 blocks right",1577,108.09116282753
2007,"3-4 blocks right",1487,108.09116282753
2007,"3-4 blocks right",1489,108.09116282753
2007,"3-4 blocks right",1579,108.09116282753
2007,"3-4 blocks right",1580,108.09116282753
2007,"3-4 blocks right",1581,108.09116282753
2007,"3-4 blocks right",1582,108.09116282753
2007,"3-4 blocks right",1583,108.09116282753
2007,"3-4 blocks right",1584,108.09116282753
2007,"3-4 blocks right",1585,108.09116282753
2007,"3-4 blocks right",1586,108.09116282753
2007,"3-4 blocks right",1589,108.09116282753
2007,"3-4 blocks right",1590,108.09116282753
2007,"3-4 blocks right",1485,108.09116282753
2007,"4-5 blocks left",1389,146.604584880079
2007,"4-5 blocks left",1393,146.604584880079
2007,"4-5 blocks left",1496,146.604584880079
2007,"4-5 blocks left",1392,146.604584880079
2007,"4-5 blocks left",1385,146.604584880079
2007,"4-5 blocks left",1386,146.604584880079
2007,"4-5 blocks left",1383,146.604584880079
2007,"4-5 blocks left",1388,146.604584880079
2007,"4-5 blocks left",1505,146.604584880079
2007,"4-5 blocks left",1506,146.604584880079
2007,"4-5 blocks left",1507,146.604584880079
2007,"4-5 blocks left",1391,146.604584880079
2007,"4-5 blocks left",1494,146.604584880079
2007,"4-5 blocks left",1495,146.604584880079
2007,"4-5 blocks left",1501,146.604584880079
2007,"4-5 blocks left",1497,146.604584880079
2007,"4-5 blocks left",1384,146.604584880079
2007,"4-5 blocks left",1602,146.604584880079
2007,"4-5 blocks left",1492,146.604584880079
2007,"4-5 blocks left",1387,146.604584880079
2007,"4-5 blocks left",1504,146.604584880079
2007,"4-5 blocks left",1491,146.604584880079
2007,"4-5 blocks left",1499,146.604584880079
2007,"4-5 blocks left",1390,146.604584880079
2007,"4-5 blocks left",1493,146.604584880079
2007,"4-5 blocks left",1498,146.604584880079
2007,"4-5 blocks left",1500,146.604584880079
2007,"4-5 blocks left",1502,146.604584880079
2007,"4-5 blocks left",1503,146.604584880079
2007,"other",1271,277.528220652279
2007,"other",1375,277.528220652279
2007,"other",1376,277.528220652279
2007,"other",1377,277.528220652279
2007,"other",1378,277.528220652279
2007,"other",1379,277.528220652279
2007,"other",1380,277.528220652279
2007,"other",1381,277.528220652279
2007,"other",1382,277.528220652279
2007,"other",1775,277.528220652279
2007,"other",1783,277.528220652279
2007,"other",1784,277.528220652279
2007,"other",1785,277.528220652279
2007,"other",1786,277.528220652279
2007,"other",1788,277.528220652279
2007,"other",1789,277.528220652279
2007,"other",1795,277.528220652279
2007,"other",1796,277.528220652279
2007,"other",1802,277.528220652279
2007,"other",1806,277.528220652279
2007,"other",1395,277.528220652279
2007,"other",1396,277.528220652279
2007,"other",1397,277.528220652279
2007,"other",1398,277.528220652279
2007,"other",1399,277.528220652279
2007,"other",1400,277.528220652279
2007,"other",1401,277.528220652279
2007,"other",1402,277.528220652279
2007,"other",1608,277.528220652279
2007,"other",1613,277.528220652279
2007,"other",1614,277.528220652279
2007,"other",1615,277.528220652279
2007,"other",1616,277.528220652279
2007,"other",1621,277.528220652279
2007,"other",1623,277.528220652279
2007,"other",1456,277.528220652279
2007,"other",1457,277.528220652279
2007,"other",1458,277.528220652279
2007,"other",1460,277.528220652279
2007,"other",1415,277.528220652279
2007,"other",1416,277.528220652279
2007,"other",1417,277.528220652279
2007,"other",1418,277.528220652279
2007,"other",1419,277.528220652279
2007,"other",1421,277.528220652279
2007,"other",1422,277.528220652279
2007,"other",1643,277.528220652279
2007,"other",1644,277.528220652279
2007,"other",1645,277.528220652279
2007,"other",1774,277.528220652279
2007,"other",1654,277.528220652279
2007,"other",1659,277.528220652279
2007,"other",1660,277.528220652279
2007,"other",1661,277.528220652279
2007,"other",1665,277.528220652279
2007,"other",1666,277.528220652279
2007,"other",1667,277.528220652279
2007,"other",1435,277.528220652279
2007,"other",1436,277.528220652279
2007,"other",1437,277.528220652279
2007,"other",1438,277.528220652279
2007,"other",1439,277.528220652279
2007,"other",1440,277.528220652279
2007,"other",1441,277.528220652279
2007,"other",1687,277.528220652279
2007,"other",1603,277.528220652279
2007,"other",1604,277.528220652279
2007,"other",1607,277.528220652279
2007,"other",1708,277.528220652279
2007,"other",1709,277.528220652279
2007,"other",1710,277.528220652279
2007,"other",1711,277.528220652279
2007,"other",1715,277.528220652279
2007,"other",1716,277.528220652279
2007,"other",1722,277.528220652279
2007,"other",1727,277.528220652279
2007,"other",1745,277.528220652279
2007,"other",1746,277.528220652279
2007,"other",1748,277.528220652279
2007,"other",1461,277.528220652279
2007,"other",1630,277.528220652279
2007,"other",1631,277.528220652279
2007,"other",1632,277.528220652279
2007,"other",1633,277.528220652279
2007,"other",1634,277.528220652279
2007,"other",1638,277.528220652279
2007,"other",1770,277.528220652279
2007,"other",1771,277.528220652279
2007,"other",1772,277.528220652279
2007,"other",1682,277.528220652279
2007,"other",1683,277.528220652279
2007,"other",2080,277.528220652279
2007,"other",1688,277.528220652279
2007,"other",1689,277.528220652279
2007,"other",1704,277.528220652279
2007,"other",1751,277.528220652279
2007,"other",1752,277.528220652279
2007,"other",1673,277.528220652279
2007,"other",1674,277.528220652279
2007,"other",1676,277.528220652279
2007,"other",1677,277.528220652279
2007,"other",1681,277.528220652279
2007,"other",1807,277.528220652279
2007,"other",1815,277.528220652279
2007,"other",1625,277.528220652279
2007,"other",1627,277.528220652279
2007,"other",1749,277.528220652279
2007,"other",1750,277.528220652279
2007,"other",1629,277.528220652279
2007,"other",1928,277.528220652279
2007,"other",1753,277.528220652279
2007,"other",1754,277.528220652279
2007,"other",1769,277.528220652279
2007,"other",1628,277.528220652279
2008,"1 block",1425,116.528876597986
2008,"1 block",1424,116.528876597986
2008,"1 block",1433,116.528876597986
2008,"1 block",1432,116.528876597986
2008,"1 block",1646,116.528876597986
2008,"1 block",1525,116.528876597986
2008,"1 block",1426,116.528876597986
2008,"1 block",1423,116.528876597986
2008,"1 block",1429,116.528876597986
2008,"1 block",1533,116.528876597986
2008,"1 block",1430,116.528876597986
2008,"1 block",1431,116.528876597986
2008,"1 block",1535,116.528876597986
2008,"1 block",1536,116.528876597986
2008,"1 block",1537,116.528876597986
2008,"1 block",1539,116.528876597986
2008,"1 block",1540,116.528876597986
2008,"1 block",1542,116.528876597986
2008,"1 block",1543,116.528876597986
2008,"1 block",1526,116.528876597986
2008,"1 block",1427,116.528876597986
2008,"1 block",1428,116.528876597986
2008,"1 block",1529,116.528876597986
2008,"1 block",1532,116.528876597986
2008,"1 block",1534,116.528876597986
2008,"1 block",1550,116.528876597986
2008,"1 block",1551,116.528876597986
2008,"1 block",1552,116.528876597986
2008,"1 block",1553,116.528876597986
2008,"1 block",1554,116.528876597986
2008,"1 block",1555,116.528876597986
2008,"1 block",1556,116.528876597986
2008,"1 block",1557,116.528876597986
2008,"1 block",1527,116.528876597986
2008,"1 block",1528,116.528876597986
2008,"1 block",1547,116.528876597986
2008,"1 block",1548,116.528876597986
2008,"1 block",1549,116.528876597986
2008,"1 block",1445,116.528876597986
2008,"1 block",1446,116.528876597986
2008,"1 block",1447,116.528876597986
2008,"1 block",1448,116.528876597986
2008,"1 block",1449,116.528876597986
2008,"1 block",1450,116.528876597986
2008,"1 block",1451,116.528876597986
2008,"1 block",1452,116.528876597986
2008,"1 block",1544,116.528876597986
2008,"1 block",1545,116.528876597986
2008,"1 block",1546,116.528876597986
2008,"1 block",1443,116.528876597986
2008,"1 block",1444,116.528876597986
2008,"1 block",1453,116.528876597986
2008,"1 block",1558,116.528876597986
2008,"2-3 blocks left",1406,169.517822473935
2008,"2-3 blocks left",1408,169.517822473935
2008,"2-3 blocks left",1410,169.517822473935
2008,"2-3 blocks left",1405,169.517822473935
2008,"2-3 blocks left",1524,169.517822473935
2008,"2-3 blocks left",1409,169.517822473935
2008,"2-3 blocks left",1404,169.517822473935
2008,"2-3 blocks left",1511,169.517822473935
2008,"2-3 blocks left",1407,169.517822473935
2008,"2-3 blocks left",1403,169.517822473935
2008,"2-3 blocks left",1510,169.517822473935
2008,"2-3 blocks left",1413,169.517822473935
2008,"2-3 blocks left",1512,169.517822473935
2008,"2-3 blocks left",1624,169.517822473935
2008,"2-3 blocks left",1518,169.517822473935
2008,"2-3 blocks left",1519,169.517822473935
2008,"2-3 blocks left",1520,169.517822473935
2008,"2-3 blocks left",1508,169.517822473935
2008,"2-3 blocks left",1509,169.517822473935
2008,"2-3 blocks left",1523,169.517822473935
2008,"2-3 blocks left",1514,169.517822473935
2008,"2-3 blocks left",1515,169.517822473935
2008,"2-3 blocks left",1411,169.517822473935
2008,"2-3 blocks left",1412,169.517822473935
2008,"2-3 blocks left",1513,169.517822473935
2008,"2-3 blocks left",1516,169.517822473935
2008,"2-3 blocks left",1517,169.517822473935
2008,"2-3 blocks left",1521,169.517822473935
2008,"2-3 blocks left",1522,169.517822473935
2008,"2 blocks right",1566,100.970188835352
2008,"2 blocks right",1567,100.970188835352
2008,"2 blocks right",1564,100.970188835352
2008,"2 blocks right",1565,100.970188835352
2008,"2 blocks right",1570,100.970188835352
2008,"2 blocks right",1571,100.970188835352
2008,"2 blocks right",1568,100.970188835352
2008,"2 blocks right",1569,100.970188835352
2008,"2 blocks right",1559,100.970188835352
2008,"2 blocks right",1560,100.970188835352
2008,"2 blocks right",1562,100.970188835352
2008,"2 blocks right",1563,100.970188835352
2008,"2 blocks right",1463,100.970188835352
2008,"2 blocks right",1464,100.970188835352
2008,"2 blocks right",1466,100.970188835352
2008,"2 blocks right",1467,100.970188835352
2008,"2 blocks right",1469,100.970188835352
2008,"2 blocks right",1470,100.970188835352
2008,"2 blocks right",1471,100.970188835352
2008,"2 blocks right",1473,100.970188835352
2008,"2 blocks right",1472,100.970188835352
2008,"3-4 blocks right",1578,130.862218060075
2008,"3-4 blocks right",1579,130.862218060075
2008,"3-4 blocks right",1580,130.862218060075
2008,"3-4 blocks right",1577,130.862218060075
2008,"3-4 blocks right",1582,130.862218060075
2008,"3-4 blocks right",1583,130.862218060075
2008,"3-4 blocks right",1584,130.862218060075
2008,"3-4 blocks right",1581,130.862218060075
2008,"3-4 blocks right",1586,130.862218060075
2008,"3-4 blocks right",1589,130.862218060075
2008,"3-4 blocks right",1590,130.862218060075
2008,"3-4 blocks right",1585,130.862218060075
2008,"3-4 blocks right",1576,130.862218060075
2008,"3-4 blocks right",1483,130.862218060075
2008,"3-4 blocks right",1484,130.862218060075
2008,"3-4 blocks right",1487,130.862218060075
2008,"3-4 blocks right",1489,130.862218060075
2008,"4-5 blocks left",1391,193.380731221897
2008,"4-5 blocks left",1388,193.380731221897
2008,"4-5 blocks left",1393,193.380731221897
2008,"4-5 blocks left",1390,193.380731221897
2008,"4-5 blocks left",1493,193.380731221897
2008,"4-5 blocks left",1494,193.380731221897
2008,"4-5 blocks left",1392,193.380731221897
2008,"4-5 blocks left",1495,193.380731221897
2008,"4-5 blocks left",1496,193.380731221897
2008,"4-5 blocks left",1497,193.380731221897
2008,"4-5 blocks left",1498,193.380731221897
2008,"4-5 blocks left",1383,193.380731221897
2008,"4-5 blocks left",1386,193.380731221897
2008,"4-5 blocks left",1387,193.380731221897
2008,"4-5 blocks left",1502,193.380731221897
2008,"4-5 blocks left",1389,193.380731221897
2008,"4-5 blocks left",1492,193.380731221897
2008,"4-5 blocks left",1506,193.380731221897
2008,"4-5 blocks left",1507,193.380731221897
2008,"4-5 blocks left",1501,193.380731221897
2008,"4-5 blocks left",1602,193.380731221897
2008,"4-5 blocks left",1384,193.380731221897
2008,"4-5 blocks left",1385,193.380731221897
2008,"4-5 blocks left",1500,193.380731221897
2008,"4-5 blocks left",1491,193.380731221897
2008,"4-5 blocks left",1505,193.380731221897
2008,"4-5 blocks left",1499,193.380731221897
2008,"4-5 blocks left",1503,193.380731221897
2008,"4-5 blocks left",1504,193.380731221897
2008,"other",1375,141.033789689028
2008,"other",1376,141.033789689028
2008,"other",1377,141.033789689028
2008,"other",1378,141.033789689028
2008,"other",1379,141.033789689028
2008,"other",1380,141.033789689028
2008,"other",1381,141.033789689028
2008,"other",1382,141.033789689028
2008,"other",1806,141.033789689028
2008,"other",1807,141.033789689028
2008,"other",1815,141.033789689028
2008,"other",1666,141.033789689028
2008,"other",1667,141.033789689028
2008,"other",1676,141.033789689028
2008,"other",1677,141.033789689028
2008,"other",1680,141.033789689028
2008,"other",1681,141.033789689028
2008,"other",1436,141.033789689028
2008,"other",1437,141.033789689028
2008,"other",1395,141.033789689028
2008,"other",1396,141.033789689028
2008,"other",1397,141.033789689028
2008,"other",1398,141.033789689028
2008,"other",1399,141.033789689028
2008,"other",1400,141.033789689028
2008,"other",1401,141.033789689028
