"Year","Block","Total","index","Distance","avg.index"
2005,1466,23,0.277777777777778,"2 blocks right",0.987480940202168
2005,1467,25,0.388888888888889,"2 blocks right",0.987480940202168
2005,1468,7,-0.533333333333333,"2 blocks right",0.987480940202168
2005,1469,13,-0.704545454545455,"2 blocks right",0.987480940202168
2005,1470,29,0.45,"2 blocks right",0.987480940202168
2005,1471,32,0.523809523809524,"2 blocks right",0.987480940202168
2005,1472,38,0.80952380952381,"2 blocks right",0.987480940202168
2005,1473,26,0.733333333333333,"2 blocks right",0.987480940202168
2005,1474,4,0,"other",0.909068055721702
2005,1480,98,0.420289855072464,"3-4 blocks right",0.350087254948003
2005,1482,26,0.368421052631579,"3-4 blocks right",0.350087254948003
2005,1483,17,-0.291666666666667,"3-4 blocks right",0.350087254948003
2005,1484,38,2.8,"3-4 blocks right",0.350087254948003
2005,1485,9,-0.307692307692308,"3-4 blocks right",0.350087254948003
2005,1486,23,2.83333333333333,"3-4 blocks right",0.350087254948003
2005,1487,25,0.315789473684211,"3-4 blocks right",0.350087254948003
2005,1489,8,-0.666666666666667,"3-4 blocks right",0.350087254948003
2005,1490,11,-0.45,"3-4 blocks right",0.350087254948003
2005,1491,84,0.5,"4-5 blocks left",0.294982143314556
2005,1492,50,0.5625,"4-5 blocks left",0.294982143314556
2005,1493,41,0.708333333333333,"4-5 blocks left",0.294982143314556
2005,1494,59,0.229166666666667,"4-5 blocks left",0.294982143314556
2005,1495,25,-0.418604651162791,"4-5 blocks left",0.294982143314556
2005,1496,61,0.452380952380952,"4-5 blocks left",0.294982143314556
2005,1497,41,-0.0465116279069767,"4-5 blocks left",0.294982143314556
2005,1498,71,0.0923076923076922,"4-5 blocks left",0.294982143314556
2005,1499,46,0,"4-5 blocks left",0.294982143314556
2005,1500,45,-0.150943396226415,"4-5 blocks left",0.294982143314556
2005,1501,35,-0.270833333333333,"4-5 blocks left",0.294982143314556
2005,1502,60,0.714285714285714,"4-5 blocks left",0.294982143314556
2005,1503,57,0.9,"4-5 blocks left",0.294982143314556
2005,1504,44,0.128205128205128,"4-5 blocks left",0.294982143314556
2005,1505,20,-0.473684210526316,"4-5 blocks left",0.294982143314556
2005,1506,17,-0.630434782608696,"4-5 blocks left",0.294982143314556
2005,1507,73,0.659090909090909,"4-5 blocks left",0.294982143314556
2005,1508,50,0.612903225806452,"2-3 blocks left",0.475905674723149
2005,1509,54,1.7,"2-3 blocks left",0.475905674723149
2005,1510,29,-0.147058823529412,"2-3 blocks left",0.475905674723149
2005,1511,39,-0.204081632653061,"2-3 blocks left",0.475905674723149
2005,1512,45,0.153846153846154,"2-3 blocks left",0.475905674723149
2005,1513,55,3.58333333333333,"2-3 blocks left",0.475905674723149
2005,1514,36,-0.2,"2-3 blocks left",0.475905674723149
2005,1515,43,-0.271186440677966,"2-3 blocks left",0.475905674723149
2005,1516,16,-0.333333333333333,"2-3 blocks left",0.475905674723149
2005,1517,26,-0.315789473684211,"2-3 blocks left",0.475905674723149
2005,1518,54,0.148936170212766,"2-3 blocks left",0.475905674723149
2005,1519,39,0.444444444444444,"2-3 blocks left",0.475905674723149
2005,1520,47,1.23809523809524,"2-3 blocks left",0.475905674723149
2005,1521,45,0.0975609756097562,"2-3 blocks left",0.475905674723149
2005,1522,50,1,"2-3 blocks left",0.475905674723149
2005,1523,24,0.6,"2-3 blocks left",0.475905674723149
2005,1524,14,0.0769230769230769,"2-3 blocks left",0.475905674723149
2005,1525,37,0.37037037037037,"1 block",0.701695041799392
2005,1526,13,0.625,"1 block",0.701695041799392
2005,1527,19,-0.05,"1 block",0.701695041799392
2005,1528,34,0.36,"1 block",0.701695041799392
2005,1529,18,0.285714285714286,"1 block",0.701695041799392
2005,1530,17,0,"1 block",0.701695041799392
2005,1531,23,-0.115384615384615,"1 block",0.701695041799392
2005,1532,25,0.785714285714286,"1 block",0.701695041799392
2005,1533,32,3.57142857142857,"1 block",0.701695041799392
2005,1534,30,3.28571428571429,"1 block",0.701695041799392
2005,1535,17,0.7,"1 block",0.701695041799392
2005,1536,10,1.5,"1 block",0.701695041799392
2005,1537,8,0.6,"1 block",0.701695041799392
2005,1538,1,-0.8,"1 block",0.701695041799392
2005,1539,10,0.666666666666667,"1 block",0.701695041799392
2005,1540,14,-0.125,"1 block",0.701695041799392
2005,1541,2,0,"1 block",0.701695041799392
2005,1542,36,0.285714285714286,"1 block",0.701695041799392
2005,1543,24,0.263157894736842,"1 block",0.701695041799392
2005,1544,19,-0.577777777777778,"1 block",0.701695041799392
2005,1545,38,2.45454545454545,"1 block",0.701695041799392
2005,1546,10,-0.411764705882353,"1 block",0.701695041799392
2005,1547,21,0.05,"1 block",0.701695041799392
2005,1548,26,0.733333333333333,"1 block",0.701695041799392
2005,1549,8,-0.2,"1 block",0.701695041799392
2005,1550,23,0.533333333333333,"1 block",0.701695041799392
2005,1551,37,0.947368421052632,"1 block",0.701695041799392
2005,1552,9,-0.470588235294118,"1 block",0.701695041799392
2005,1553,10,-0.666666666666667,"1 block",0.701695041799392
2005,1554,46,1.09090909090909,"1 block",0.701695041799392
2005,1555,30,1.30769230769231,"1 block",0.701695041799392
2005,1556,21,0.615384615384615,"1 block",0.701695041799392
2005,1557,8,-0.333333333333333,"1 block",0.701695041799392
2005,1558,3,-0.833333333333333,"1 block",0.701695041799392
2005,1559,17,0.416666666666667,"2 blocks right",0.987480940202168
2005,1560,7,-0.588235294117647,"2 blocks right",0.987480940202168
2005,1561,8,-0.619047619047619,"2 blocks right",0.987480940202168
2005,1562,34,1.83333333333333,"2 blocks right",0.987480940202168
2005,1563,19,0.583333333333333,"2 blocks right",0.987480940202168
2005,1564,24,0.142857142857143,"2 blocks right",0.987480940202168
2005,1565,10,-0.565217391304348,"2 blocks right",0.987480940202168
2005,1566,28,0.555555555555556,"2 blocks right",0.987480940202168
2005,1567,7,-0.611111111111111,"2 blocks right",0.987480940202168
2005,1568,7,0,"2 blocks right",0.987480940202168
2005,1569,32,0.333333333333333,"2 blocks right",0.987480940202168
2005,1570,9,-0.5,"2 blocks right",0.987480940202168
2005,1571,43,0.954545454545455,"2 blocks right",0.987480940202168
2005,1573,5,0,"2 blocks right",0.987480940202168
2005,1576,55,1.39130434782609,"3-4 blocks right",0.350087254948003
2005,1577,13,-0.434782608695652,"3-4 blocks right",0.350087254948003
2005,1578,12,-0.368421052631579,"3-4 blocks right",0.350087254948003
2005,1579,27,0.285714285714286,"3-4 blocks right",0.350087254948003
2005,1580,28,0.333333333333333,"3-4 blocks right",0.350087254948003
2005,1581,15,0.875,"3-4 blocks right",0.350087254948003
2005,1582,28,-0.176470588235294,"3-4 blocks right",0.350087254948003
2005,1583,10,-0.583333333333333,"3-4 blocks right",0.350087254948003
2005,1584,33,2,"3-4 blocks right",0.350087254948003
2005,1585,22,0.222222222222222,"3-4 blocks right",0.350087254948003
2005,1586,30,0.5,"3-4 blocks right",0.350087254948003
2005,1587,1,-0.833333333333333,"3-4 blocks right",0.350087254948003
2005,1589,12,-0.25,"3-4 blocks right",0.350087254948003
2005,1590,31,0.0689655172413792,"3-4 blocks right",0.350087254948003
2005,1602,57,0.628571428571429,"4-5 blocks left",0.294982143314556
2005,1603,14,-0.391304347826087,"other",0.909068055721702
2005,1604,43,0.72,"other",0.909068055721702
2005,1605,11,-0.421052631578947,"other",0.909068055721702
2005,1607,8,7,"other",0.909068055721702
2005,1608,25,0.923076923076923,"other",0.909068055721702
2005,1609,13,3.33333333333333,"other",0.909068055721702
2005,1610,27,0.35,"other",0.909068055721702
2005,1611,3,-0.75,"other",0.909068055721702
2005,1612,7,-0.125,"other",0.909068055721702
2005,1613,2,-0.714285714285714,"other",0.909068055721702
2005,1614,12,0.333333333333333,"other",0.909068055721702
2005,1615,1,-0.9,"other",0.909068055721702
2005,1616,8,1,"other",0.909068055721702
2005,1617,9,0.5,"other",0.909068055721702
2005,1618,2,1,"other",0.909068055721702
2005,1621,15,-0.210526315789474,"other",0.909068055721702
2005,1622,15,0.363636363636364,"other",0.909068055721702
2005,1623,2,-0.98019801980198,"other",0.909068055721702
2005,1624,21,0.166666666666667,"2-3 blocks left",0.475905674723149
2005,1625,7,-0.416666666666667,"other",0.909068055721702
2005,1626,5,4,"other",0.909068055721702
2005,1627,7,-0.5,"other",0.909068055721702
2005,1628,7,-0.416666666666667,"other",0.909068055721702
2005,1629,11,0.222222222222222,"other",0.909068055721702
2005,1630,22,1.75,"other",0.909068055721702
2005,1631,8,0.6,"other",0.909068055721702
2005,1632,4,-0.555555555555556,"other",0.909068055721702
2005,1633,17,-0.0555555555555556,"other",0.909068055721702
2005,1634,20,0,"other",0.909068055721702
2005,1635,11,0.1,"other",0.909068055721702
2005,1636,7,-0.125,"other",0.909068055721702
2005,1637,6,0,"other",0.909068055721702
2005,1638,5,-0.642857142857143,"other",0.909068055721702
2005,1639,12,-0.142857142857143,"other",0.909068055721702
2005,1640,18,3.5,"other",0.909068055721702
2005,1643,13,-0.35,"other",0.909068055721702
2005,1644,44,1.93333333333333,"other",0.909068055721702
2005,1645,3,0,"other",0.909068055721702
2005,1646,50,7.33333333333333,"1 block",0.701695041799392
2005,1647,5,-0.375,"other",0.909068055721702
2005,1652,2,-0.777777777777778,"other",0.909068055721702
2005,1654,6,-0.333333333333333,"other",0.909068055721702
2005,1655,7,-0.461538461538462,"other",0.909068055721702
2005,1656,3,-0.4,"other",0.909068055721702
2005,1659,10,-0.375,"other",0.909068055721702
2005,1660,6,0.2,"other",0.909068055721702
2005,1661,10,1.5,"other",0.909068055721702
2005,1662,17,4.66666666666667,"other",0.909068055721702
2005,1665,1,-0.857142857142857,"other",0.909068055721702
2005,1666,3,-0.625,"other",0.909068055721702
2005,1667,15,6.5,"other",0.909068055721702
2005,1669,10,-0.6,"other",0.909068055721702
2005,1672,27,8,"other",0.909068055721702
2005,1673,6,0,"other",0.909068055721702
2005,1674,5,0.666666666666667,"other",0.909068055721702
2005,1675,2,-0.777777777777778,"other",0.909068055721702
2005,1676,12,0.333333333333333,"other",0.909068055721702
2005,1677,12,5,"other",0.909068055721702
2005,1680,10,1.5,"other",0.909068055721702
2005,1681,13,1.16666666666667,"other",0.909068055721702
2005,1682,11,0.833333333333333,"other",0.909068055721702
2005,1683,17,0.7,"other",0.909068055721702
2005,1684,10,1,"other",0.909068055721702
2005,1687,4,-0.75,"other",0.909068055721702
2005,1688,10,-0.333333333333333,"other",0.909068055721702
2005,1689,2,-0.777777777777778,"other",0.909068055721702
2005,1691,6,5,"other",0.909068055721702
2005,1693,4,0.333333333333333,"other",0.909068055721702
2005,1694,4,3,"other",0.909068055721702
2005,1696,6,2,"other",0.909068055721702
2005,1699,1,-0.916666666666667,"other",0.909068055721702
2005,1701,18,3.5,"other",0.909068055721702
2005,1704,7,0.4,"other",0.909068055721702
2005,1705,1,0,"other",0.909068055721702
2005,1708,8,-0.2,"other",0.909068055721702
2005,1709,8,0.142857142857143,"other",0.909068055721702
2005,1710,20,2.33333333333333,"other",0.909068055721702
2005,1711,11,1.75,"other",0.909068055721702
2005,1713,2,1,"other",0.909068055721702
2005,1715,23,1.09090909090909,"other",0.909068055721702
2005,1716,25,0.785714285714286,"other",0.909068055721702
2005,1722,11,2.66666666666667,"other",0.909068055721702
2005,1723,2,1,"other",0.909068055721702
2005,1724,5,1.5,"other",0.909068055721702
2005,1725,4,0.333333333333333,"other",0.909068055721702
2005,1745,7,-0.730769230769231,"other",0.909068055721702
2005,1746,5,-0.807692307692308,"other",0.909068055721702
2005,1747,6,0.2,"other",0.909068055721702
2005,1749,16,2.2,"other",0.909068055721702
2005,1750,46,0.916666666666667,"other",0.909068055721702
2005,1751,14,-0.176470588235294,"other",0.909068055721702
2005,1752,10,2.33333333333333,"other",0.909068055721702
2005,1753,36,1.4,"other",0.909068055721702
2005,1754,18,0.384615384615385,"other",0.909068055721702
2005,1767,4,-0.666666666666667,"other",0.909068055721702
2005,1768,3,-0.571428571428571,"other",0.909068055721702
2005,1769,13,1.16666666666667,"other",0.909068055721702
2005,1770,9,0.125,"other",0.909068055721702
2005,1771,2,-0.846153846153846,"other",0.909068055721702
2005,1772,22,2.14285714285714,"other",0.909068055721702
2005,1773,11,1.2,"other",0.909068055721702
2005,1774,53,0.472222222222222,"other",0.909068055721702
2005,1775,1,-0.916666666666667,"other",0.909068055721702
2005,1776,3,0.5,"other",0.909068055721702
2005,1783,24,1,"other",0.909068055721702
2005,1784,10,2.33333333333333,"other",0.909068055721702
2005,1785,7,0.4,"other",0.909068055721702
2005,1786,15,-0.285714285714286,"other",0.909068055721702
2005,1787,10,-0.0909090909090909,"other",0.909068055721702
2005,1788,6,-0.538461538461538,"other",0.909068055721702
2005,1789,9,2,"other",0.909068055721702
2005,1790,9,2,"other",0.909068055721702
2005,1791,2,0,"other",0.909068055721702
2005,1792,31,30,"other",0.909068055721702
2005,1793,2,0,"other",0.909068055721702
2005,1795,8,-0.333333333333333,"other",0.909068055721702
2005,1796,26,3.33333333333333,"other",0.909068055721702
2005,1797,3,2,"other",0.909068055721702
2005,1802,2,-0.6,"other",0.909068055721702
2005,1806,8,0,"other",0.909068055721702
2005,1807,14,6,"other",0.909068055721702
2005,1808,2,0,"other",0.909068055721702
2005,1815,16,0.142857142857143,"other",0.909068055721702
2005,1819,23,1.55555555555556,"other",0.909068055721702
2006,0,5,-0.880952380952381,"other",1.05782634959718
2006,1375,106,0.630769230769231,"other",1.05782634959718
2006,1376,45,0.875,"other",1.05782634959718
2006,1377,55,0.0784313725490196,"other",1.05782634959718
2006,1378,56,0.217391304347826,"other",1.05782634959718
2006,1379,50,-0.305555555555556,"other",1.05782634959718
2006,1380,68,1.42857142857143,"other",1.05782634959718
2006,1381,58,-0.0491803278688525,"other",1.05782634959718
2006,1382,59,0.113207547169811,"other",1.05782634959718
2006,1383,38,-0.283018867924528,"4-5 blocks left",0.342576403008512
2006,1384,87,0.673076923076923,"4-5 blocks left",0.342576403008512
2006,1385,47,-0.0961538461538461,"4-5 blocks left",0.342576403008512
2006,1386,67,0.914285714285714,"4-5 blocks left",0.342576403008512
2006,1387,81,0.760869565217391,"4-5 blocks left",0.342576403008512
2006,1388,68,1.19354838709677,"4-5 blocks left",0.342576403008512
2006,1389,72,0.846153846153846,"4-5 blocks left",0.342576403008512
2006,1390,49,-0.0576923076923077,"4-5 blocks left",0.342576403008512
2006,1391,40,-0.354838709677419,"4-5 blocks left",0.342576403008512
2006,1392,74,0.644444444444444,"4-5 blocks left",0.342576403008512
2006,1393,37,-0.177777777777778,"4-5 blocks left",0.342576403008512
2006,1395,55,0.964285714285714,"other",1.05782634959718
2006,1396,57,0.583333333333333,"other",1.05782634959718
2006,1397,49,1.22727272727273,"other",1.05782634959718
2006,1398,53,0.766666666666667,"other",1.05782634959718
2006,1399,30,0.0344827586206897,"other",1.05782634959718
2006,1400,21,-0.686567164179104,"other",1.05782634959718
2006,1401,30,1.30769230769231,"other",1.05782634959718
2006,1402,12,-0.5,"other",1.05782634959718
2006,1403,19,0.0555555555555556,"2-3 blocks left",0.597252623990637
2006,1404,51,-0.19047619047619,"2-3 blocks left",0.597252623990637
2006,1405,41,0.576923076923077,"2-3 blocks left",0.597252623990637
2006,1406,63,0.96875,"2-3 blocks left",0.597252623990637
2006,1407,52,0.130434782608696,"2-3 blocks left",0.597252623990637
2006,1408,56,0.365853658536585,"2-3 blocks left",0.597252623990637
2006,1409,59,0.372093023255814,"2-3 blocks left",0.597252623990637
2006,1410,58,2.86666666666667,"2-3 blocks left",0.597252623990637
2006,1411,51,0.645161290322581,"2-3 blocks left",0.597252623990637
2006,1412,39,0.258064516129032,"2-3 blocks left",0.597252623990637
2006,1413,61,0.386363636363636,"2-3 blocks left",0.597252623990637
2006,1415,23,-0.148148148148148,"other",1.05782634959718
2006,1416,32,1.46153846153846,"other",1.05782634959718
2006,1417,23,0.533333333333333,"other",1.05782634959718
2006,1418,28,0.555555555555556,"other",1.05782634959718
2006,1419,24,0.2,"other",1.05782634959718
2006,1420,13,2.25,"other",1.05782634959718
2006,1421,14,-0.333333333333333,"other",1.05782634959718
2006,1422,47,1.23809523809524,"other",1.05782634959718
2006,1423,13,0.181818181818182,"1 block",0.778684869434621
2006,1424,28,0.555555555555556,"1 block",0.778684869434621
2006,1425,22,2.14285714285714,"1 block",0.778684869434621
2006,1426,24,0.5,"1 block",0.778684869434621
2006,1427,49,1.72222222222222,"1 block",0.778684869434621
2006,1428,33,0.178571428571429,"1 block",0.778684869434621
2006,1429,51,4.66666666666667,"1 block",0.778684869434621
2006,1430,21,-0.275862068965517,"1 block",0.778684869434621
2006,1431,38,3.75,"1 block",0.778684869434621
2006,1432,33,0.833333333333333,"1 block",0.778684869434621
2006,1433,35,0.25,"1 block",0.778684869434621
2006,1435,23,1.3,"other",1.05782634959718
2006,1436,35,2.88888888888889,"other",1.05782634959718
2006,1437,25,0.785714285714286,"other",1.05782634959718
2006,1438,21,0.615384615384615,"other",1.05782634959718
2006,1439,32,0.684210526315789,"other",1.05782634959718
2006,1440,37,1.17647058823529,"other",1.05782634959718
2006,1441,20,0.818181818181818,"other",1.05782634959718
2006,1442,5,0,"other",1.05782634959718
2006,1443,34,0.307692307692308,"1 block",0.778684869434621
2006,1444,17,-0.37037037037037,"1 block",0.778684869434621
2006,1445,17,0.888888888888889,"1 block",0.778684869434621
2006,1446,45,0.730769230769231,"1 block",0.778684869434621
2006,1447,18,-0.333333333333333,"1 block",0.778684869434621
2006,1448,42,0.75,"1 block",0.778684869434621
2006,1449,14,-0.363636363636364,"1 block",0.778684869434621
2006,1450,16,-0.272727272727273,"1 block",0.778684869434621
2006,1451,33,0,"1 block",0.778684869434621
2006,1452,13,-0.434782608695652,"1 block",0.778684869434621
2006,1453,39,1.29411764705882,"1 block",0.778684869434621
2006,1455,1,-0.888888888888889,"other",1.05782634959718
2006,1456,31,0.291666666666667,"other",1.05782634959718
2006,1457,7,-0.72,"other",1.05782634959718
2006,1458,21,0.909090909090909,"other",1.05782634959718
2006,1459,6,5,"other",1.05782634959718
2006,1460,14,-0.176470588235294,"other",1.05782634959718
2006,1461,16,3,"other",1.05782634959718
2006,1462,63,-0.125,"other",1.05782634959718
2006,1463,89,13.8333333333333,"2 blocks right",0.915574495410812
2006,1464,37,3.11111111111111,"2 blocks right",0.915574495410812
2006,1465,20,0.666666666666667,"2 blocks right",0.915574495410812
2006,1466,85,3.72222222222222,"2 blocks right",0.915574495410812
2006,1467,26,0.444444444444444,"2 blocks right",0.915574495410812
2006,1468,18,0.2,"2 blocks right",0.915574495410812
2006,1469,23,-0.477272727272727,"2 blocks right",0.915574495410812
2006,1470,24,0.2,"2 blocks right",0.915574495410812
2006,1471,24,0.142857142857143,"2 blocks right",0.915574495410812
2006,1472,18,-0.142857142857143,"2 blocks right",0.915574495410812
2006,1473,32,1.13333333333333,"2 blocks right",0.915574495410812
2006,1474,4,0,"other",1.05782634959718
2006,1475,1,-0.8,"other",1.05782634959718
2006,1480,110,0.594202898550725,"3-4 blocks right",0.335539459476254
2006,1482,30,0.578947368421053,"3-4 blocks right",0.335539459476254
2006,1483,24,0,"3-4 blocks right",0.335539459476254
2006,1484,51,4.1,"3-4 blocks right",0.335539459476254
2006,1485,17,0.307692307692308,"3-4 blocks right",0.335539459476254
2006,1486,5,-0.166666666666667,"3-4 blocks right",0.335539459476254
2006,1487,14,-0.263157894736842,"3-4 blocks right",0.335539459476254
2006,1489,9,-0.625,"3-4 blocks right",0.335539459476254
2006,1490,8,-0.6,"3-4 blocks right",0.335539459476254
2006,1491,83,0.482142857142857,"4-5 blocks left",0.342576403008512
2006,1492,39,0.21875,"4-5 blocks left",0.342576403008512
2006,1493,43,0.791666666666667,"4-5 blocks left",0.342576403008512
2006,1494,54,0.125,"4-5 blocks left",0.342576403008512
2006,1495,19,-0.558139534883721,"4-5 blocks left",0.342576403008512
2006,1496,80,0.904761904761905,"4-5 blocks left",0.342576403008512
2006,1497,45,0.0465116279069768,"4-5 blocks left",0.342576403008512
2006,1498,90,0.384615384615385,"4-5 blocks left",0.342576403008512
2006,1499,59,0.282608695652174,"4-5 blocks left",0.342576403008512
2006,1500,76,0.433962264150943,"4-5 blocks left",0.342576403008512
2006,1501,63,0.3125,"4-5 blocks left",0.342576403008512
2006,1502,43,0.228571428571429,"4-5 blocks left",0.342576403008512
2006,1503,47,0.566666666666667,"4-5 blocks left",0.342576403008512
2006,1504,41,0.0512820512820513,"4-5 blocks left",0.342576403008512
2006,1505,43,0.131578947368421,"4-5 blocks left",0.342576403008512
2006,1506,33,-0.282608695652174,"4-5 blocks left",0.342576403008512
2006,1507,62,0.409090909090909,"4-5 blocks left",0.342576403008512
2006,1508,43,0.387096774193548,"2-3 blocks left",0.597252623990637
2006,1509,47,1.35,"2-3 blocks left",0.597252623990637
2006,1510,45,0.323529411764706,"2-3 blocks left",0.597252623990637
2006,1511,35,-0.285714285714286,"2-3 blocks left",0.597252623990637
2006,1512,77,0.974358974358974,"2-3 blocks left",0.597252623990637
2006,1513,53,3.41666666666667,"2-3 blocks left",0.597252623990637
2006,1514,107,1.37777777777778,"2-3 blocks left",0.597252623990637
2006,1515,96,0.627118644067797,"2-3 blocks left",0.597252623990637
2006,1516,23,-0.0416666666666666,"2-3 blocks left",0.597252623990637
2006,1517,37,-0.0263157894736842,"2-3 blocks left",0.597252623990637
2006,1518,32,-0.319148936170213,"2-3 blocks left",0.597252623990637
2006,1519,36,0.333333333333333,"2-3 blocks left",0.597252623990637
2006,1520,44,1.0952380952381,"2-3 blocks left",0.597252623990637
2006,1521,66,0.609756097560976,"2-3 blocks left",0.597252623990637
2006,1522,62,1.48,"2-3 blocks left",0.597252623990637
2006,1523,9,-0.4,"2-3 blocks left",0.597252623990637
2006,1524,7,-0.461538461538462,"2-3 blocks left",0.597252623990637
2006,1525,24,-0.111111111111111,"1 block",0.778684869434621
2006,1526,20,1.5,"1 block",0.778684869434621
2006,1527,37,0.85,"1 block",0.778684869434621
2006,1528,23,-0.08,"1 block",0.778684869434621
2006,1529,30,1.14285714285714,"1 block",0.778684869434621
2006,1530,10,-0.411764705882353,"1 block",0.778684869434621
2006,1531,51,0.961538461538461,"1 block",0.778684869434621
2006,1532,18,0.285714285714286,"1 block",0.778684869434621
2006,1533,28,3,"1 block",0.778684869434621
2006,1534,26,2.71428571428571,"1 block",0.778684869434621
2006,1535,19,0.9,"1 block",0.778684869434621
2006,1536,6,0.5,"1 block",0.778684869434621
2006,1537,7,0.4,"1 block",0.778684869434621
2006,1538,2,-0.6,"1 block",0.778684869434621
2006,1539,16,1.66666666666667,"1 block",0.778684869434621
2006,1540,8,-0.5,"1 block",0.778684869434621
2006,1541,7,2.5,"1 block",0.778684869434621
2006,1542,23,-0.178571428571429,"1 block",0.778684869434621
2006,1543,17,-0.105263157894737,"1 block",0.778684869434621
2006,1544,17,-0.622222222222222,"1 block",0.778684869434621
2006,1545,36,2.27272727272727,"1 block",0.778684869434621
2006,1546,20,0.176470588235294,"1 block",0.778684869434621
2006,1547,41,1.05,"1 block",0.778684869434621
2006,1548,27,0.8,"1 block",0.778684869434621
2006,1549,19,0.9,"1 block",0.778684869434621
2006,1550,35,1.33333333333333,"1 block",0.778684869434621
2006,1551,53,1.78947368421053,"1 block",0.778684869434621
2006,1552,12,-0.294117647058823,"1 block",0.778684869434621
2006,1553,15,-0.5,"1 block",0.778684869434621
2006,1554,28,0.272727272727273,"1 block",0.778684869434621
2006,1555,23,0.769230769230769,"1 block",0.778684869434621
2006,1556,31,1.38461538461538,"1 block",0.778684869434621
2006,1557,7,-0.416666666666667,"1 block",0.778684869434621
2006,1559,26,1.16666666666667,"2 blocks right",0.915574495410812
2006,1560,13,-0.235294117647059,"2 blocks right",0.915574495410812
2006,1561,8,-0.619047619047619,"2 blocks right",0.915574495410812
2006,1562,18,0.5,"2 blocks right",0.915574495410812
2006,1563,7,-0.416666666666667,"2 blocks right",0.915574495410812
2006,1564,28,0.333333333333333,"2 blocks right",0.915574495410812
2006,1565,16,-0.304347826086957,"2 blocks right",0.915574495410812
2006,1566,20,0.111111111111111,"2 blocks right",0.915574495410812
2006,1567,12,-0.333333333333333,"2 blocks right",0.915574495410812
2006,1568,6,-0.142857142857143,"2 blocks right",0.915574495410812
2006,1569,32,0.333333333333333,"2 blocks right",0.915574495410812
2006,1570,17,-0.0555555555555556,"2 blocks right",0.915574495410812
2006,1571,29,0.318181818181818,"2 blocks right",0.915574495410812
2006,1573,2,-0.6,"2 blocks right",0.915574495410812
2006,1576,32,0.391304347826087,"3-4 blocks right",0.335539459476254
2006,1577,9,-0.608695652173913,"3-4 blocks right",0.335539459476254
2006,1578,26,0.368421052631579,"3-4 blocks right",0.335539459476254
2006,1579,18,-0.142857142857143,"3-4 blocks right",0.335539459476254
2006,1580,27,0.285714285714286,"3-4 blocks right",0.335539459476254
2006,1581,12,0.5,"3-4 blocks right",0.335539459476254
2006,1582,32,-0.0588235294117647,"3-4 blocks right",0.335539459476254
2006,1583,24,0,"3-4 blocks right",0.335539459476254
2006,1584,17,0.545454545454545,"3-4 blocks right",0.335539459476254
2006,1585,31,0.722222222222222,"3-4 blocks right",0.335539459476254
2006,1586,33,0.65,"3-4 blocks right",0.335539459476254
2006,1587,1,-0.833333333333333,"3-4 blocks right",0.335539459476254
2006,1589,31,0.9375,"3-4 blocks right",0.335539459476254
2006,1590,59,1.03448275862069,"3-4 blocks right",0.335539459476254
2006,1602,82,1.34285714285714,"4-5 blocks left",0.342576403008512
2006,1603,13,-0.434782608695652,"other",1.05782634959718
2006,1604,50,1,"other",1.05782634959718
2006,1605,5,-0.736842105263158,"other",1.05782634959718
2006,1607,4,3,"other",1.05782634959718
2006,1608,18,0.384615384615385,"other",1.05782634959718
2006,1609,14,3.66666666666667,"other",1.05782634959718
2006,1610,20,0,"other",1.05782634959718
2006,1612,2,-0.75,"other",1.05782634959718
2006,1613,6,-0.142857142857143,"other",1.05782634959718
2006,1614,18,1,"other",1.05782634959718
2006,1615,4,-0.6,"other",1.05782634959718
2006,1617,1,-0.833333333333333,"other",1.05782634959718
2006,1618,2,1,"other",1.05782634959718
2006,1621,11,-0.421052631578947,"other",1.05782634959718
2006,1622,1,-0.909090909090909,"other",1.05782634959718
2006,1623,4,-0.96039603960396,"other",1.05782634959718
2006,1624,26,0.444444444444444,"2-3 blocks left",0.597252623990637
2006,1625,25,1.08333333333333,"other",1.05782634959718
2006,1626,2,1,"other",1.05782634959718
2006,1627,6,-0.571428571428571,"other",1.05782634959718
2006,1628,27,1.25,"other",1.05782634959718
2006,1629,16,0.777777777777778,"other",1.05782634959718
2006,1630,14,0.75,"other",1.05782634959718
2006,1631,5,0,"other",1.05782634959718
2006,1632,5,-0.444444444444444,"other",1.05782634959718
2006,1633,11,-0.388888888888889,"other",1.05782634959718
2006,1634,18,-0.1,"other",1.05782634959718
2006,1635,13,0.3,"other",1.05782634959718
2006,1636,4,-0.5,"other",1.05782634959718
2006,1637,6,0,"other",1.05782634959718
2006,1638,29,1.07142857142857,"other",1.05782634959718
2006,1639,6,-0.571428571428571,"other",1.05782634959718
2006,1640,21,4.25,"other",1.05782634959718
2006,1643,19,-0.05,"other",1.05782634959718
2006,1644,32,1.13333333333333,"other",1.05782634959718
2006,1645,10,2.33333333333333,"other",1.05782634959718
2006,1646,32,4.33333333333333,"1 block",0.778684869434621
2006,1647,16,1,"other",1.05782634959718
2006,1649,14,1.8,"other",1.05782634959718
2006,1652,8,-0.111111111111111,"other",1.05782634959718
2006,1654,1,-0.888888888888889,"other",1.05782634959718
2006,1655,4,-0.692307692307692,"other",1.05782634959718
2006,1656,11,1.2,"other",1.05782634959718
2006,1659,7,-0.5625,"other",1.05782634959718
2006,1660,3,-0.4,"other",1.05782634959718
