"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"745","1","2C","290000",2003
"771","38","2","270000",2003
"816","31","2","410000",2003
"844","34","2C","1050000",2003
"896","39","2","422500",2003
"904","50","2","456200",2003
"906","24","2","360000",2003
"566","1","2","389000",2003
"525","1002","2","360000",2003
"1753","5","1","650000",2003
"1745","24","1","550755",2003
"1745","29","1","550755",2003
"1745","126","1","550755",2003
"1745","127","1","550755",2003
"1745","128","1","550755",2003
"1745","129","1","550755",2003
"1745","130","1","550755",2003
"1745","131","1","550755",2003
"1745","132","1","452967",2003
"1745","133","1","550755",2003
"1745","142","1","550755",2003
"1745","143","1","550755",2003
"1745","144","1","550755",2003
"1745","145","1","550755",2003
"1745","146","1","550755",2003
"1745","147","1","550750",2003
"1745","148","1","550755",2003
"1745","150","1","550755",2003
"1754","156","1","0",2003
"1751","48","4","0",2003
"1751","48","4","25000",2003
"1753","8","1","0",2003
"1753","8","1","0",2003
"1753","47",NA,"840000",2003
"1753","48",NA,"840000",2003
"1753","48",NA,"499000",2003
"1753","66","1","185000",2003
"1753","126","2B","250000",2003
"1754","102","1","150000",2003
"1770","43","4","226726",2003
"1722","137","2A","0",2003
"1722","137","2A","0",2003
"1723","38","1","200000",2003
"1725","37","1","495000",2003
"1749","2","2A","970000",2003
"1749","23","1","624000",2003
"1749","104","2B","615000",2003
"1750","32","2","0",2003
"1750","41","2A","612812",2003
"1750","63","2A","0",2003
"1751","11","1","222600",2003
"1751","41","2","6000",2003
"1751","51","2","0",2003
"1751","147","1","0",2003
"1752","11","2","0",2003
"1752","54","2A","295000",2003
"1752","68","1","200000",2003
"1753","26",NA,"800000",2003
"1753","64","2","414659",2003
"1753","72","2A","378422",2003
"1754","9","2B","425105",2003
"1754","30","2B","0",2003
"1754","69",NA,"0",2003
"1754","69",NA,"750000",2003
"1754","69",NA,"535000",2003
"1754","103","2A","300000",2003
"1768","5","2","200000",2003
"1768","7","2","1700000",2003
"1770","29","1","94000",2003
"1751","69","2","0",2003
"1768","1","2","450000",2003
"1768","1","2","0",2003
"1770","159","2","5200000",2003
"1775","45","2","0",2003
"1775","47",NA,"0",2003
"1775","48",NA,"0",2003
"1775","49",NA,"0",2003
"1775","50",NA,"0",2003
"1775","52",NA,"0",2003
"1775","149",NA,"0",2003
"1722","33","2","0",2003
"1746","21","2","179370",2003
"1746","21","2","211808",2003
"1746","21","2","298570",2003
"1746","21","2","221349",2003
"1746","21","2","207993",2003
"1746","21","2","273000",2003
"1749","21","2","13500",2003
"1820","1002","2","400000",2003
"1749","50","4","0",2003
"1749","123","2A","10000",2003
"1750","34","4","10000",2003
"1750","34","4","10000",2003
"1753","25",NA,"300000",2003
"1753","25",NA,"800000",2003
"1753","25",NA,"300000",2003
"1774","30","4","0",2003
"1750","27","4","0",2003
"1750","31","2B","0",2003
"1770","36","4","0",2003
"1774","5","4","700000",2003
"1774","6","4","1",2003
"1769","1","4","0",2003
"1772","34","4","0",2003
"1773","69","4","0",2003
"1745","32",NA,"0",2003
"1745","33",NA,"0",2003
"1745","34",NA,"0",2003
"1745","35",NA,"0",2003
"1745","36",NA,"0",2003
"1745","37",NA,"0",2003
"1745","38",NA,"0",2003
"1745","39",NA,"0",2003
"1745","41",NA,"0",2003
"1745","168","4","95000",2003
"1745","168","4","0",2003
"1749","48","4","484000",2003
"1749","49","4","405000",2003
"1754","40","4","800000",2003
"1754","41",NA,"75000",2003
"1768","69","4","715000",2003
"1768","69","4","715000",2003
"1768","70","4","715000",2003
"1768","70","4","715000",2003
"1768","71","4","715000",2003
"1768","71","4","715000",2003
"1768","169","4","0",2003
"1768","169","4","0",2003
"1768","170","4","0",2003
"1768","170","4","0",2003
"1772","46","4","250000",2003
"1750","45",NA,"495000",2003
"1643","122","1","0",2003
"1667","5","2A","0",2003
"1667","5","2A","850000",2003
"1667","5","2A","425000",2003
"1708","121","1","0",2003
"1708","121","1","0",2003
"1708","121","1","0",2003
"1708","121","1","0",2003
"1709","22","1","0",2003
"1623","25","1","0",2003
"1623","27","1","130306",2003
"1623","29","1","581556",2003
"1623","31","1","0",2003
"1623","32","1","0",2003
"1623","41","1","533394",2003
"1623","42","1","0",2003
"1623","43","1","526556",2003
"1623","44","1","526556",2003
"1623","45","1","0",2003
"1623","47","1","581556",2003
"1623","48","1","577556",2003
"1623","120","1","0",2003
"1623","136","1","0",2003
"1623","142","1","0",2003
"1623","143","1","0",2003
"1623","147","1","581556",2003
"1661","139","1","0",2003
"1711","28","1","0",2003
"1785","104","2A","800000",2003
"1639","59",NA,"1550000",2003
"1708","23",NA,"0",2003
"1708","25","4","65000",2003
"1710","34",NA,"415000",2003
"1795","49","4","275000",2003
"1795","49","4","225000",2003
"1621","21",NA,"0",2003
"1621","22","2","0",2003
"1621","28","2","0",2003
"1621","61","2","2750",2003
"1621","63","2","900000",2003
"1623","30","2","0",2003
"1623","35","2","0",2003
"1624","25","2","0",2003
"1625","53","2B","2000",2003
"1627","50","2","0",2003
"1629","13","2B","0",2003
"1629","14","2","2325000",2003
"1629","14","2","0",2003
"1629","61","2B","1200000",2003
"1629","63","2B","1230000",2003
"1630","29","2","1026000",2003
"1631","43","2A","0",2003
"1634","28","2B","0",2003
"1634","29","2","0",2003
"1634","30",NA,"0",2003
"1635","27","2A","0",2003
"1635","27","2A","0",2003
"1635","42","2A","0",2003
"1635","42","2A","475000",2003
"1635","144","2A","0",2003
"1635","145","1","580000",2003
"1635","145","1","430000",2003
"1635","151","2A","510000",2003
"1636","124","2A","0",2003
"1636","124","2A","650000",2003
"1637","21","2","0",2003
"1637","24","4","0",2003
"1637","25","4","0",2003
"1637","51","2A","0",2003
"1637","52","2","0",2003
"1638","14","2","2000000",2003
"1638","141","2A","625000",2003
"1639","29","2B","0",2003
"1639","51","2B","0",2003
"1639","150","2","0",2003
"1643","7","2B","0",2003
"1643","26","2B","0",2003
"1643","29","2B","350000",2003
"1643","127","2A","119679",2003
"1644","66","2B","475000",2003
"1644","156","2B","700000",2003
"1645","28","2B","0",2003
"1645","31","2A","10000",2003
"1645","41","2","450000",2003
"1645","44","2","2025000",2003
"1645","126","2A","355500",2003
"1655","5","2","6793260",2003
"1655","11","2","6793260",2003
"1660","28","2B","0",2003
"1667","9","2","0",2003
"1674","1","2","0",2003
"1676","18","2B","800000",2003
"1676","43","2B","6793260",2003
"1676","44","2B","0",2003
"1676","44","2B","1800000",2003
"1676","45","2B","1800000",2003
"1676","45","2B","0",2003
"1676","45","2B","0",2003
"1676","104","2B","0",2003
"1687","36","2A","260500",2003
"1708","16","2B","675000",2003
"1708","40","2A","0",2003
"1708","124","2A","660000",2003
"1708","142","2A","625000",2003
"1710","39","2A","0",2003
"1710","46","2A","380500",2003
"1711","26","4","360000",2003
"1783","4","2B","0",2003
"1783","9","2B","0",2003
"1783","46","2B","0",2003
"1783","47","2","0",2003
"1783","48","2","0",2003
"1784","25","2B","3150000",2003
"1784","26","2B","3150000",2003
"1784","27","2B","3150000",2003
"1784","28","2B","0",2003
"1784","128","2","0",2003
"1796","31","2B","0",2003
"1796","31","2B","0",2003
"1796","31","2B","0",2003
"1806","7","2","0",2003
"1806","47","2B","0",2003
"1807","45","2A","640000",2003
"1815","145","2A","485000",2003
"1624","1","2","0",2003
"1645","12","2","1950000",2003
"1687","38","2","0",2003
"1625","6","2","57500",2003
"1625","67","2","0",2003
"1625","68","2","135000",2003
"1625","68","2","0",2003
"1629","66","2C","13500",2003
"1629","66","2C","13500",2003
"1630","1014","2","187500",2003
"1630","1016","2","105500",2003
"1630","1017","2","185000",2003
"1630","1102","2","0",2003
"1630","1115","2","96000",2003
"1630","1117","2","160000",2003
"1660","1004","2","215000",2003
"1676","1001","2","121680",2003
"1676","1001","2","100",2003
"1677","1203","2","10000",2003
"1677","1204","2","219000",2003
"1677","1206","2","0",2003
"1677","1208","2","269000",2003
"1677","1209","2","0",2003
"1677","1214","2","219000",2003
"1677","1215","2","211000",2003
"1677","1218","2","219000",2003
"1677","1221","2","150000",2003
"1677","1228","2","212500",2003
"1677","1229","2","330000",2003
"1677","1230","2","212500",2003
"1677","1233","2","190000",2003
"1680","1018","2","525000",2003
"1680","1030","2","440000",2003
"1622","30","2B","1200000",2003
"1634","49","2A","0",2003
"1634","50","2B","0",2003
"1635","50","2A","525000",2003
"1635","121","2B","550000",2003
"1644","29","2A","450000",2003
"1660","27","2A","1200000",2003
"1666","119","2A","0",2003
"1675","1","2B","800000",2003
"1675","2","2B","600000",2003
"1681","3","2B","0",2003
"1687","31","1","0",2003
"1687","32","1","0",2003
"1687","124","2A","60000",2003
"1689","26","2A","0",2003
"1628","1001","2C","315000",2003
"1677","1001","2C","0",2003
"1677","1105","2C","136660",2003
"1677","1107","2C","190816",2003
"1623","1002","2","8751039",2003
"1623","1002","2","0",2003
"1629","20","2","0",2003
"1683","47","4","370172",2003
"1683","47","4","0",2003
"1621","47","4","500000",2003
"1631","71","4","0",2003
"1636","39","4","0",2003
"1636","39","4","2275000",2003
"1636","40","4","0",2003
"1636","40","4","2275000",2003
"1636","138","4","0",2003
"1636","138","4","2275000",2003
"1643","67","4","0",2003
"1643","67","4","0",2003
"1643","67","4","0",2003
"1676","26","2B","250000",2003
"1687","5","4","1000000",2003
"1688","21","4","350000",2003
"1689","23","4","0",2003
"1708","21",NA,"0",2003
"1708","21",NA,"0",2003
"1708","21",NA,"0",2003
"1708","21",NA,"0",2003
"1708","22","2","0",2003
"1708","22","2","0",2003
"1708","22","2","0",2003
"1708","22","2","0",2003
"1708","122",NA,"0",2003
"1708","122",NA,"0",2003
"1708","122",NA,"0",2003
"1708","122",NA,"0",2003
"1783","21",NA,"1230000",2003
"1783","22",NA,"1230000",2003
"1783","120",NA,"1230000",2003
"1785","2","2","825000",2003
"1621","31","2B","300000",2003
"1785","4",NA,"925000",2003
"1785","5",NA,"700000",2003
"1785","46","4","4250000",2003
"1634","59","2B","0",2003
"1634","59","2B","370000",2003
"1634","59","2B","210000",2003
"1675","21","4","0",2003
"1783","43","4","200000",2003
"1789","39","4","3450000",2003
"1790","46","4","2400000",2003
"1792","33",NA,"0",2003
"1792","33",NA,"0",2003
"1792","33",NA,"2074359",2003
"1792","42",NA,"0",2003
"1792","42",NA,"0",2003
"1792","42",NA,"0",2003
"1792","42",NA,"0",2003
"1623","1001","4","100816",2003
"1622","31","2","0",2003
"1622","31","2","7",2003
"1622","32",NA,"0",2003
"1622","32",NA,"7",2003
"1622","73","2","1",2003
"1623","33","4","0",2003
"1623","37",NA,"0",2003
"1627","47",NA,"495000",2003
"1638","28",NA,"25000",2003
"1638","29",NA,"25000",2003
"1638","30",NA,"25000",2003
"1639","57","2","1550000",2003
"1661","12","2","390000",2003
"1661","13",NA,"0",2003
"1667","40",NA,"0",2003
"1667","40",NA,"742000",2003
"1667","42","2","0",2003
"1676","27","2B","400000",2003
"1677","9","2","464000",2003
"1715","38",NA,"2300000",2003
"1716","11",NA,"1675000",2003
"1716","13",NA,"1675000",2003
"1785","146","4","4250000",2003
"1789","16",NA,"330000",2003
"1792","21",NA,"0",2003
"1792","21",NA,"0",2003
"1792","21",NA,"0",2003
"1792","21",NA,"0",2003
"1792","29",NA,"0",2003
"1792","29",NA,"0",2003
"1792","29",NA,"0",2003
"1792","29",NA,"0",2003
"1792","37",NA,"0",2003
"1792","37",NA,"0",2003
"1792","37",NA,"0",2003
"1792","37",NA,"0",2003
"1792","37",NA,"0",2003
"1792","121",NA,"0",2003
"1792","121",NA,"0",2003
"1792","121",NA,"0",2003
"1792","121",NA,"0",2003
"1667","29","4","575000",2003
"1675","17","4","0",2003
"1675","22","4","0",2003
"1792","34",NA,"0",2003
"1792","34",NA,"0",2003
"1792","34",NA,"0",2003
"1792","34",NA,"2074359",2003
"1622","37","2","0",2003
"1622","37","2","7",2003
"1622","38",NA,"0",2003
"1622","38",NA,"0",2003
"1622","40",NA,"0",2003
"1622","40",NA,"0",2003
"1622","41",NA,"0",2003
"1622","41",NA,"0",2003
"1622","42",NA,"0",2003
"1622","42",NA,"0",2003
"1623","33","4","0",2003
"1630","70","4","0",2003
"1637","22","4","0",2003
"1638","31",NA,"25000",2003
"1638","32","4","220000",2003
"1638","32","4","0",2003
"1638","131",NA,"0",2003
"1638","131",NA,"0",2003
"1638","131",NA,"0",2003
"1644","41","1","190000",2003
"1660","38","2","202000",2003
"1665","24","4","0",2003
"1676","23",NA,"1530000",2003
"1790","20","4","0",2003
"1790","20","4","815000",2003
"1790","28","4","2400000",2003
"1790","44","4","2400000",2003
"1792","5","4","0",2003
"1792","5","4","0",2003
"1792","5","4","3500000",2003
"1792","5","4","3500000",2003
"1792","9",NA,"0",2003
"1792","9",NA,"0",2003
"1792","9",NA,"3500000",2003
"1792","9",NA,"3500000",2003
"1792","10",NA,"0",2003
"1792","10",NA,"0",2003
"1792","10",NA,"3500000",2003
"1792","10",NA,"3500000",2003
"1792","36",NA,"0",2003
"1792","36",NA,"0",2003
"1792","36",NA,"0",2003
"1792","36",NA,"0",2003
"1792","36",NA,"0",2003
"1796","2","4","200000",2003
"1796","32",NA,"70000",2003
"1624","69","4","0",2003
"1646","1","4","0",2003
"1792","11",NA,"0",2003
"1792","11",NA,"0",2003
"1792","11",NA,"0",2003
"1792","11",NA,"0",2003
"1792","11",NA,"0",2003
"2243","298","1","980000",2003
"1832","36","2","721525",2003
"1293","37","2","6900000",2003
"1330","4","2","705000",2003
"1330","4","2","430000",2003
"1333","18","2","425000",2003
"1335","22","2","146000",2003
"1335","22","2","152500",2003
"1350","20","2","995000",2003
"1364","5","2","760000",2003
"1365","20","2","740000",2003
"1366","16","2","245200",2003
"1366","16","2","262000",2003
"1366","16","2","435096",2003
"1367","1","2","645000",2003
"1367","20","2","730000",2003
"1369","26","2","999600",2003
"1369","26","2","975000",2003
"1370","15","2","1795000",2003
"1370","15","2","875000",2003
"1343","1002","2","337000",2003
"500","19","2C","1700000",2003
"485","25","2","1150000",2003
"514","37","2","1267500",2003
"143","1","2","150000",2003
"1378","60","1","0",2003
"1381","32","1","7550000",2003
"1381","47","1","19750000",2003
"1381","61","1","7180724",2003
"1381","64","1","17200000",2003
"1381","64","1","17200000",2003
"1389","27","1","5500000",2003
"1392","10","1","5225000",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","11","1","0",2003
"1392","61","1","14000000",2003
"1399","24","1","6580000",2003
"1399","28","1","5750000",2003
"1399","32","1","0",2003
"1399","48","1","4800000",2003
"1399","62","1","7125000",2003
"1399","62","1","0",2003
"1399","62","1","0",2003
"1399","62","1","0",2003
"1399","131","1","0",2003
"1400","41","1","0",2003
"1404","166","1","7300000",2003
"1405","143","1","0",2003
"1408","13","1","13000000",2003
"1408","29","1","3996000",2003
"1408","63","1","5900000",2003
"1411","133","1","1500000",2003
"1413","25","1","2500000",2003
"1416","7","1","3950000",2003
"1417","110","1","0",2003
"1437","118","1","0",2003
"1443","47","1","2800000",2003
"1382","63","1","8200000",2003
"1383","63","1","0",2003
"1393","29","1","5450000",2003
"1398","44","1","6250000",2003
"1398","45","1","8015000",2003
"1399","12","1","5811500",2003
"1399","58","1","3750000",2003
"1404","65","1","6878950",2003
"1404","71","4","7000000",2003
"1405","53","1","1875000",2003
"1405","60","1","0",2003
"1405","60","1","0",2003
"1405","60","1","0",2003
"1405","70","1","2750000",2003
"1405","70","1","0",2003
"1406","9","1","3504165",2003
"1406","23","1","4750000",2003
"1406","128","1","0",2003
"1408","25","1","0",2003
"1408","59","1","0",2003
"1415","141","1","3325000",2003
"1417","6","1","3500000",2003
"1422","136","1","3700000",2003
"1427","109","1","3300000",2003
"1443","33","1","0",2003
"1399","63","1","0",2003
"1399","63","1","1400000",2003
"1379","1202","1C","4000000",2003
"1406","1002","1C","0",2003
"1377","60","2A","0",2003
"1377","60","2A","0",2003
"1377","60","2A","1583333",2003
"1377","60","2A","0",2003
"1379","66","2","0",2003
"1388","43","2A","3800000",2003
"1390","47","1","3600000",2003
"1391","13","2A","4100000",2003
"1391","63","2A","0",2003
"1392","111","1","0",2003
"1393","23","4","0",2003
"1395","44","2B","0",2003
"1405","16","2","4050000",2003
"1405","163","2B","0",2003
"1406","27","2A","0",2003
"1413","34","2B","0",2003
"1416","26","2","4550000",2003
"1429","2","2","0",2003
"1429","44","2B","1850889",2003
"1431","5","2","0",2003
"1431","6","2","0",2003
"1431","8","2","2850000",2003
"1431","8","2","0",2003
"1431","9","2","0",2003
"1431","10","2","0",2003
"1432","29","2","0",2003
"1432","31","1","3450000",2003
"1433","46",NA,"0",2003
"1435","32","2","2105000",2003
"1436","33","2","0",2003
"1436","34","2","0",2003
"1436","35","2","0",2003
"1436","36","2","0",2003
"1436","37","2","0",2003
"1439","40","2","0",2003
"1440","16","1","0",2003
"1444","49","2","0",2003
"1445","30","2B","0",2003
"1446","141",NA,"7225000",2003
"1448","9","2","5000000",2003
"1448","10","2","5000000",2003
"1449","9","2","0",2003
"1449","10","2","0",2003
"1449","24","2","2772500",2003
"1450","22","2B","0",2003
"1452","51","2","0",2003
"1463","48","2","0",2003
"1464","1","2","455000",2003
"1468","33","2","2260000",2003
"1470","28","2","2465000",2003
"1472","11","2","0",2003
"1473","3","2","0",2003
"1473","4","2","0",2003
"1473","104","2B","0",2003
"1381","31","2","0",2003
"1382","13","2","0",2003
"1382","13","2","0",2003
"1382","60","2","7600000",2003
"1382","60","2","0",2003
"1389","10","1","0",2003
"1392","65","2","0",2003
"1410","2",NA,"6085000",2003
"1412","31",NA,"0",2003
"1412","31",NA,"0",2003
"1428","7","2","0",2003
"1429","103","2","0",2003
"1429","128","2","0",2003
"1431","31","2","0",2003
"1432","27","2","0",2003
"1437","17","2","0",2003
"1437","22","2","0",2003
"1437","29","2","0",2003
"1437","45","2","0",2003
"1448","37","2","0",2003
"1450","37","2","5350000",2003
"1450","51","2","0",2003
"1451","11","2","0",2003
"1451","11","2","0",2003
"1452","26","2","0",2003
"1453","21","2","0",2003
"1471","12","2","0",2003
"1471","13","2","0",2003
"1471","13","2","0",2003
"1471","15","2","0",2003
"1484","49","2","0",2003
"1387","33","2","375000",2003
"1388","112","2C","870000",2003
"1389","143","2C","500000",2003
"1390","27","2","1651000",2003
"1390","66","2C","1455000",2003
"1390","66","2C","320000",2003
"1391","62","2C","2100000",2003
"1391","62","2C","2100000",2003
"1391","62","2C","1000000",2003
"1391","62","2C","490000",2003
"1426","9","2C","1475000",2003
"1431","1","2","510000",2003
"1432","36","2","105000",2003
"1441","33","2","0",2003
"1441","33","2","0",2003
"1441","33","2","0",2003
"1447","36","2","60000",2003
"1447","36","2","60000",2003
"1447","36","2","60000",2003
"1447","36","2","155000",2003
"1447","36","2","144000",2003
"1447","36","2","180000",2003
"1447","37","2","220000",2003
"1447","37","2","60000",2003
"1447","37","2","60000",2003
"1447","37","2","158000",2003
"1447","46","2","247000",2003
"1447","46","2","130000",2003
"1447","46","2","155000",2003
"1447","46","2","135000",2003
"1448","13","2","140000",2003
"1451","37","2","215000",2003
"1451","37","2","209000",2003
"1451","37","2","210000",2003
"1451","38","2","190000",2003
"1451","38","2","209500",2003
"1451","39","2","212000",2003
"1451","41","2","245000",2003
"1452","37","2C","940000",2003
"1467","42","2","136000",2003
"1467","42","2","135000",2003
"1467","43","2C","625000",2003
"1473","12","2","5200",2003
"1473","13","2","180000",2003
"1473","14","2","129900",2003
"1484","19","2","970000",2003
"1484","22","2","365000",2003
"1484","23","2","535000",2003
"1484","23","2","1500000",2003
"1489","8","2","115000",2003
"1489","8","2","135861",2003
"1489","8","2","305551",2003
"1489","8","2","190000",2003
"1489","8","2","181249",2003
"1489","8","2","330000",2003
"1489","8","2","214000",2003
"1489","8","2","205000",2003
"1489","8","2","187500",2003
"1489","8","2","140000",2003
"1489","8","2","580000",2003
"1489","8","2","208000",2003
"1489","8","2","327217",2003
"1489","8","2","190000",2003
"1489","8","2","125000",2003
"1489","8","2","128500",2003
"1489","8","2","270000",2003
"1489","8","2","0",2003
"1489","8","2","0",2003
"1489","8","2","362180",2003
"1489","8","2","147797",2003
"1489","37","2","160000",2003
"1489","37","2","175000",2003
"1489","37","2","200000",2003
"1489","37","2","269000",2003
"1489","37","2","169000",2003
"1489","37","2","125000",2003
"1374","1","2","560000",2003
"1374","69","2","13800000",2003
"1374","69","2","1800000",2003
"1376","51","2","1100000",2003
"1376","51","2","0",2003
"1376","51","2","712000",2003
"1376","51","2","1200000",2003
"1376","51","2","910000",2003
"1376","51","2","525000",2003
"1376","51","2","575000",2003
"1376","51","2","1650000",2003
"1377","40","2","2637500",2003
"1377","40","2","2745098",2003
"1377","160","2C","430000",2003
"1377","160","2C","635000",2003
"1377","160","2C","485000",2003
"1378","1","2","15000000",2003
"1378","1","2","18000000",2003
"1378","33","2","0",2003
"1378","33","2","3300000",2003
"1378","48","2","600000",2003
"1378","70","2","70000",2003
"1378","70","2","650000",2003
"1378","70","2","1702500",2003
"1378","70","2","600000",2003
"1378","70","2","895000",2003
"1378","70","2","895000",2003
"1379","21","2","1700000",2003
"1379","21","2","1575000",2003
"1379","51","2","1400000",2003
"1380","23","2","775000",2003
"1380","33","2","421000",2003
"1380","33","2","575000",2003
"1380","33","2","530000",2003
"1380","33","2","299000",2003
"1380","33","2","295000",2003
"1380","33","2","270000",2003
"1381","1","2","1500000",2003
"1381","1","2","1250000",2003
"1381","1","2","750000",2003
"1381","1","2","700000",2003
"1381","1","2","913000",2003
"1381","1","2","180000",2003
"1381","25","2","1200000",2003
"1381","38","2","875000",2003
"1381","38","2","560000",2003
"1381","38","2","1387500",2003
"1381","38","2","1320000",2003
"1381","38","2","1310000",2003
"1382","1","2","5500000",2003
"1382","31","2C","659000",2003
"1382","64","2C","1385000",2003
"1382","65","2","4100000",2003
"1382","69","2","1435000",2003
"1382","69","2","3300000",2003
"1382","69","2","992500",2003
"1382","69","2","997500",2003
"1382","69","2","1735000",2003
"1383","1","2","1188000",2003
"1383","47","2C","495000",2003
"1383","47","2C","730000",2003
"1383","69","2","1612500",2003
"1383","69","2","1850000",2003
"1383","69","2","0",2003
"1383","69","2","1325000",2003
"1383","69","2","1295000",2003
"1383","69","2","2400000",2003
"1383","69","2","975000",2003
"1384","1","2","2150000",2003
"1384","1","2","800000",2003
"1384","1","2","1310000",2003
"1384","1","2","3800000",2003
"1384","1","2","2000000",2003
"1384","26","2","675000",2003
"1384","32","2","2500000",2003
"1384","37","2","765500",2003
"1384","37","2","1672000",2003
"1384","63","2","1475000",2003
"1384","63","2","775000",2003
"1385","32","2","8750000",2003
"1385","32","2","722500",2003
"1385","32","2","18000000",2003
"1385","32","2","13600000",2003
"1385","32","2","162359",2003
"1385","32","2","148753",2003
"1385","37","2","13500000",2003
"1386","1","2","3800000",2003
"1386","6","2","1550000",2003
"1386","37","2","560000",2003
"1386","37","2","325000",2003
"1386","37","2","297000",2003
"1386","37","2","700000",2003
"1386","49","2","0",2003
"1386","69","2","5500000",2003
"1386","69","2","80000",2003
"1386","69","2","8300000",2003
"1386","69","2","1950000",2003
"1386","69","2","88650",2003
"1386","69","2","0",2003
"1387","1","2","593576",2003
"1387","1","2","4750000",2003
"1387","1","2","660000",2003
"1387","4","2","3900000",2003
"1387","27","2","1485000",2003
"1387","31","2","2800000",2003
"1387","31","2","1175000",2003
"1387","31","2","2700000",2003
"1387","37","2","4300000",2003
"1387","37","2","20022196",2003
"1387","37","2","106972",2003
"1388","37","2","2700000",2003
"1388","37","2","2075000",2003
"1388","37","2","495000",2003
"1388","45","2C","705000",2003
"1388","56","2","940000",2003
"1388","56","2","515000",2003
"1388","56","2","1187500",2003
"1388","56","2","865000",2003
"1388","56","2","1265000",2003
"1388","68","2","13750000",2003
"1389","1","2","5100000",2003
"1389","1","2","600000",2003
"1389","1","2","1495000",2003
"1389","56","2","2325000",2003
"1389","56","2","1900000",2003
"1390","23","2","662000",2003
"1390","23","2","1300000",2003
"1390","23","2","732000",2003
"1390","37","2","4300000",2003
"1390","37","2","3995000",2003
"1390","132","2C","1250000",2003
"1391","29","2","0",2003
"1391","29","2","1595000",2003
"1391","31","2","740000",2003
"1391","31","2","950000",2003
"1391","31","2","725000",2003
"1391","31","2","841000",2003
"1391","31","2","925000",2003
"1391","31","2","499900",2003
"1391","31","2","505995",2003
"1391","31","2","499000",2003
"1391","31","2","878750",2003
"1391","31","2","900000",2003
"1391","40","2","2500000",2003
"1391","45","2","1800000",2003
"1391","45","2","1700000",2003
"1391","71","2","2775000",2003
"1391","72","2","5750000",2003
"1392","1","2","999000",2003
"1392","1","2","1534500",2003
"1392","1","2","1598000",2003
"1392","30","2","0",2003
"1392","30","2","600000",2003
"1392","30","2","760000",2003
"1392","30","2","370000",2003
"1392","36","2","4900000",2003
"1392","40","2","5400000",2003
"1392","40","2","3450000",2003
"1392","40","2","1012655",2003
"1392","70","2","3300000",2003
"1392","70","2","7994411",2003
"1392","70","2","3700000",2003
"1392","70","2","2745000",2003
"1392","70","2","1500000",2003
"1393","27","2","855000",2003
"1393","27","2","382500",2003
"1393","27","2","356250",2003
"1393","27","2","475000",2003
"1393","33","2","7250000",2003
"1393","38","2","2300000",2003
"1393","43","2","5475000",2003
"1393","52","2","727000",2003
"1393","52","2","2100000",2003
"1393","52","2","400000",2003
"1394","7","2","305000",2003
"1395","29","2","900000",2003
"1395","50","2","225000",2003
"1395","50","2","242500",2003
"1395","50","2","520000",2003
"1395","50","2","267000",2003
"1395","50","2","600000",2003
"1396","33","2","467700",2003
"1396","33","2","470000",2003
"1396","33","2","675000",2003
"1396","33","2","665000",2003
"1396","33","2","625000",2003
"1396","33","2","750000",2003
"1396","71","2","5550000",2003
"1396","71","2","3100000",2003
"1396","71","2","5400000",2003
"1397","1","2","2150000",2003
"1397","1","2","51000",2003
"1397","4","2","850000",2003
"1397","33","2","1100000",2003
"1397","33","2","440000",2003
"1397","33","2","325000",2003
"1397","33","2","999000",2003
"1397","66","2","1660000",2003
"1397","66","2","1695000",2003
"1397","66","2","1950000",2003
"1397","69","2","345000",2003
"1397","69","2","740000",2003
"1397","69","2","407121",2003
"1397","69","2","82820",2003
"1397","69","2","250000",2003
"1397","69","2","588000",2003
"1398","10","2","810000",2003
"1398","10","2","1200000",2003
"1398","10","2","1345000",2003
"1398","10","2","1075000",2003
"1398","60","2","1860000",2003
"1398","60","2","1325000",2003
"1399","33","2","302501",2003
"1399","33","2","350000",2003
"1399","74","2","1275000",2003
"1399","74","2","925695",2003
"1399","74","2","980000",2003
"1399","74","2","1200000",2003
"1399","74","2","670000",2003
"1400","1","2","348563",2003
"1400","62","2","850000",2003
"1401","20","2","375000",2003
"1401","20","2","5000000",2003
"1401","20","2","450000",2003
"1401","27","2","3000000",2003
"1401","27","2","650000",2003
"1401","32","2","1275000",2003
"1401","32","2","615000",2003
"1401","32","2","895000",2003
"1401","54","2","725000",2003
"1401","54","2","3265000",2003
"1402","1","2","4000000",2003
"1402","1","2","3700000",2003
"1402","1","2","3300000",2003
"1402","21","2","1750000",2003
"1402","33","2","380000",2003
"1402","33","2","248000",2003
"1402","33","2","799000",2003
"1402","33","2","300100",2003
"1402","33","2","825000",2003
"1403","33","2","2050000",2003
"1403","33","2","1800000",2003
"1403","33","2","975000",2003
"1403","33","2","0",2003
"1403","33","2","2500000",2003
"1403","33","2","2050000",2003
"1403","33","2","770000",2003
"1403","33","2","2250000",2003
"1403","33","2","1075000",2003
"1403","33","2","650000",2003
"1403","33","2","770000",2003
"1403","33","2","762450",2003
"1403","33","2","733000",2003
"1403","33","2","1624750",2003
