"BLOCK","LOT","TAX.CLASS","SALE.PRICE","Year"
"1419","1745","2","0",2017
"1419","1747","2","0",2017
"1419","1760","2","1670000",2017
"1419","1778","2","1500000",2017
"1420","1004","2","0",2017
"1420","1011","2","23080509",2017
"1420","1030","2","1389375",2017
"1420","1034","2","1500000",2017
"1420","1035","2","0",2017
"1420","1036","2","0",2017
"1420","1038","2","0",2017
"1420","1041","2","0",2017
"1420","1045","2","1030000",2017
"1420","1046","2","5100000",2017
"1420","1048","2","45440429",2017
"1420","1054","2","0",2017
"1420","1058","2","0",2017
"1420","1067","2","0",2017
"1420","1071","2","0",2017
"1420","1072","2","0",2017
"1420","1081","2","850000",2017
"1420","1088","2","0",2017
"1420","1092","2","1216578",2017
"1420","1097","2","0",2017
"1420","1098","2","1626100",2017
"1420","1100","2","0",2017
"1420","1103","2","0",2017
"1420","1111","2","0",2017
"1420","1117","2","0",2017
"1420","1119","2","0",2017
"1420","1120","2","1426006",2017
"1420","1121","2","1750000",2017
"1420","1122","2","1800000",2017
"1420","1125","2","1444785",2017
"1420","1130","2","1353150",2017
"1420","1136","2","0",2017
"1420","1137","2","0",2017
"1420","1145","2","0",2017
"1420","1151","2","0",2017
"1420","1152","2","0",2017
"1420","1154","2","0",2017
"1420","1161","2","1776000",2017
"1420","1168","2","0",2017
"1420","1179","2","0",2017
"1420","1193","2","0",2017
"1420","1201","2","0",2017
"1420","1203","2","1225000",2017
"1420","1205","2","0",2017
"1420","1206","2","2740000",2017
"1420","1207","2","0",2017
"1420","1212","2","0",2017
"1420","1216","2","0",2017
"1420","1232","2","0",2017
"1420","1245","2","0",2017
"1420","1247","2","0",2017
"1420","1248","2","0",2017
"1420","1249","2","0",2017
"1420","1253","2","2682578",2017
"1420","1258","2","0",2017
"1420","1264","2","0",2017
"1420","1265","2","0",2017
"1420","1266","2","0",2017
"1420","1270","2","0",2017
"1420","1272","2","1527375",2017
"1420","1274","2","0",2017
"1420","1280","2","0",2017
"1420","1296","2","3300000",2017
"1420","1299","2","2800000",2017
"1420","1306","2","0",2017
"1420","1308","2","4996841",2017
"1420","1309","2","5086158",2017
"1420","1314","2","4900000",2017
"1420","1331","2","3350000",2017
"1420","1341","2","0",2017
"1420","1351","2","0",2017
"1420","1357","2","0",2017
"1420","1359","2","0",2017
"1420","1363","2","1221900",2017
"1420","1368","2","2773375",2017
"1420","1371","2","0",2017
"1420","1373","2","0",2017
"1420","1379","2","0",2017
"1420","1384","2","2400000",2017
"1420","1390","2","0",2017
"1420","1397","2","0",2017
"1420","1405","2","2900000",2017
"1420","1407","2","0",2017
"1420","1411","2","0",2017
"1420","1412","2","0",2017
"1420","1420","2","2978381",2017
"1420","1421","2","0",2017
"1420","1428","2","0",2017
"1420","1431","2","4775000",2017
"1420","1435","2","0",2017
"1420","1437","2","0",2017
"1420","1447","2","1226281",2017
"1420","1454","2","4525000",2017
"1420","1457","2","1695000",2017
"1420","1458","2","0",2017
"1420","1467","2","1790000",2017
"1420","1472","2","0",2017
"1420","1478","2","0",2017
"1420","1479","2","0",2017
"1420","1489","2","4210000",2017
"1420","1512","2","0",2017
"1420","1513","2","3500000",2017
"1420","1515","2","878138",2017
"1420","1516","2","860000",2017
"1420","1517","2","0",2017
"1420","1520","2","0",2017
"1420","1521","2","910000",2017
"1420","1531","2","0",2017
"1420","1535","2","3235000",2017
"1420","1539","2","0",2017
"1420","1556","2","0",2017
"1420","1560","2","0",2017
"1420","1567","2","0",2017
"1420","1575","2","0",2017
"1420","1578","2","3325000",2017
"1420","1583","2","3250000",2017
"1420","1585","2","3650000",2017
"1423","1151","2","615000",2017
"1423","1184","2","1300000",2017
"1423","1190","2","630000",2017
"1423","1242","2","1250000",2017
"1423","1250","2","2425000",2017
"1423","1307","2","3650000",2017
"1423","1322","2","7400000",2017
"1423","1330","2","850000",2017
"1423","1342","2","0",2017
"1423","1342","2","970000",2017
"1423","1408","2","675000",2017
"1429","1113","2","1650000",2017
"1429","1137","2","4446000",2017
"1429","1154","2","4600000",2017
"1429","1155","2","4800000",2017
"1429","1168","2","5250000",2017
"1429","1177","2","7600000",2017
"1433","1117","2","4500000",2017
"1433","1126","2","4950000",2017
"1436","1016","2","520000",2017
"1436","1040","2","980000",2017
"1436","1066","2","595000",2017
"1436","1070","2","0",2017
"1436","1074","2","0",2017
"1436","1075","2","1462500",2017
"1436","1076","2","0",2017
"1436","1095","2","840000",2017
"1436","1102","2","2750000",2017
"1436","1234","2","580000",2017
"1436","1252","2","540000",2017
"1436","1270","2","982000",2017
"1436","1401","2","0",2017
"1436","1402","2","0",2017
"1436","1403","2","780000",2017
"1436","1404","2","0",2017
"1436","1406","2","0",2017
"1436","1407","2","0",2017
"1436","1408","2","1374637",2017
"1436","1409","2","0",2017
"1436","1410","2","0",2017
"1436","1411","2","794000",2017
"1436","1412","2","0",2017
"1436","1413","2","840000",2017
"1436","1414","2","0",2017
"1436","1415","2","0",2017
"1436","1416","2","0",2017
"1436","1417","2","2846008",2017
"1436","1419","2","0",2017
"1436","1420","2","3002146",2017
"1436","1421","2","0",2017
"1436","1422","2","0",2017
"1436","1423","2","0",2017
"1436","1425","2","0",2017
"1436","1426","2","0",2017
"1436","1427","2","0",2017
"1436","1428","2","0",2017
"1436","1429","2","0",2017
"1436","1430","2","0",2017
"1437","1002","2","2851100",2017
"1437","1013","2","1915000",2017
"1437","1022","2","2363876",2017
"1438","307","2","0",2017
"1438","413","2","1595000",2017
"1438","512","2","0",2017
"1438","516","2","1900000",2017
"1438","1513","2","1900000",2017
"1438","2010","2","1740000",2017
"1438","2101","2","1070000",2017
"1438","2202","2","2150000",2017
"1438","2903","2","0",2017
"1438","3626","2","1035000",2017
"1438","3627","2","2050000",2017
"1438","3629","2","1860806",2017
"1438","3640","2","1213450",2017
"1438","3648","2","1245000",2017
"1438","3649","2","1900000",2017
"1438","3656","2","1260038",2017
"1438","3660","2","1295677",2017
"1438","3661","2","0",2017
"1438","3664","2","1329499",2017
"1438","3670","2","1152902",2017
"1438","3673","2","3300000",2017
"1438","3678","2","1526278",2017
"1438","3679","2","1390046",2017
"1438","3681","2","1195000",2017
"1438","3691","2","2405570",2017
"1438","3694","2","2450000",2017
"1438","3697","2","2604128",2017
"1438","3702","2","1631700",2017
"1438","3703","2","2344475",2017
"1438","3704","2","2175000",2017
"1439","1026","2","0",2017
"1439","1044","2","1175000",2017
"1439","1057","2","0",2017
"1439","1063","2","0",2017
"1439","1075","2","1150000",2017
"1439","1089","2","0",2017
"1439","1135","2","1195000",2017
"1441","1036","2","0",2017
"1443","1015","2","888000",2017
"1443","1018","2","900000",2017
"1443","1019","2","885000",2017
"1446","1020","2","1600000",2017
"1446","1023","2","3850000",2017
"1446","1035","2","0",2017
"1446","1176","2","1",2017
"1446","1201","2","5900000",2017
"1449","1006","2","1070000",2017
"1449","1006","2","0",2017
"1449","1016","2","1210000",2017
"1449","1058","2","1350000",2017
"1449","1119","2","830000",2017
"1449","1128","2","1610000",2017
"1449","1135","2","2425000",2017
"1449","1189","2","2325000",2017
"1451","1037","2","2265000",2017
"1451","1038","2","7215000",2017
"1451","1048","2","4315000",2017
"1451","1075","2","0",2017
"1451","1075","2","4516000",2017
"1451","1082","2","6700000",2017
"1451","1093","2","0",2017
"1452","1002","2","1700000",2017
"1452","1006","2","4200000",2017
"1452","1008","2","0",2017
"1452","1010","2","0",2017
"1452","1033","2","0",2017
"1457","1024","2","750000",2017
"1457","1052","2","0",2017
"1458","1104","2","0",2017
"1458","1106","2","465000",2017
"1460","1014","2","0",2017
"1460","1100","2","861000",2017
"1460","1102","2","980000",2017
"1460","1105","2","685000",2017
"1460","1118","2","653000",2017
"1460","1151","2","0",2017
"1460","1151","2","510000",2017
"1461","1009","2","0",2017
"1461","1016","2","1950000",2017
"1461","1046","2","2200000",2017
"1461","1058","2","2200000",2017
"1461","1103","2","3035000",2017
"1461","1116","2","4900000",2017
"1461","1127","2","6175000",2017
"1464","1007","2","715000",2017
"1464","1007","2","0",2017
"1464","1038","2","0",2017
"1464","1055","2","725000",2017
"1464","1085","2","880000",2017
"1464","1086","2","750000",2017
"1464","1125","2","947500",2017
"1464","1138","2","250000",2017
"1464","1150","2","1675000",2017
"1464","1174","2","0",2017
"1464","1175","2","0",2017
"1464","1175","2","0",2017
"1464","1176","2","1450000",2017
"1464","1180","2","1755000",2017
"1464","1189","2","10",2017
"1464","1192","2","1850000",2017
"1464","1208","2","2695000",2017
"1466","1033","2","1740000",2017
"1466","1104","2","929000",2017
"1466","1126","2","950000",2017
"1466","1135","2","0",2017
"1466","1157","2","2400000",2017
"1466","1174","2","0",2017
"1466","1174","2","0",2017
"1466","1195","2","1250000",2017
"1466","1196","2","2250000",2017
"1469","1101","2","1280000",2017
"1470","1008","2","925000",2017
"1470","1035","2","0",2017
"1470","1037","2","0",2017
"1470","1072","2","0",2017
"1470","1092","2","660000",2017
"1470","1095","2","800000",2017
"1470","1096","2","1422500",2017
"1470","1119","2","783000",2017
"1470","1146","2","0",2017
"1470","1148","2","1450000",2017
"1471","1006","2","0",2017
"1471","1013","2","780000",2017
"1471","1027","2","3050000",2017
"1473","1014","2","0",2017
"1473","1016","2","1010000",2017
"1473","1018","2","0",2017
"1473","1025","2","998900",2017
"1473","1035","2","0",2017
"1473","1103","2","830000",2017
"1473","1170","2","0",2017
"1473","1323","2","1013158",2017
"1473","1323","2","0",2017
"1473","1324","2","1530000",2017
"1473","1340","2","456300",2017
"1473","1345","2","0",2017
"1473","1355","2","0",2017
"1473","1410","2","2025000",2017
"1473","1602","2","2275000",2017
"1473","1611","2","2100000",2017
"1483","1013","2","640000",2017
"1483","1015","2","1040000",2017
"1483","1020","2","750000",2017
"1483","1020","2","0",2017
"1483","1038","2","495000",2017
"1483","1060","2","0",2017
"1483","1061","2","4800000",2017
"1483","1070","2","1062500",2017
"1483","1112","2","0",2017
"1483","1116","2","799000",2017
"1483","1117","2","0",2017
"1483","1143","2","5447000",2017
"1484","1015","2","3250000",2017
"1484","1016","2","0",2017
"1484","1017","2","0",2017
"1484","1018","2","0",2017
"1484","1039","2","905000",2017
"1484","1045","2","990000",2017
"1484","1048","2","940000",2017
"1484","1066","2","967500",2017
"1484","1071","2","985000",2017
"1484","1096","2","1150000",2017
"1484","1109","2","1055000",2017
"1484","1141","2","3900000",2017
"1484","1170","2","982500",2017
"1484","1171","2","2010000",2017
"1484","1192","2","985000",2017
"1484","1226","2","2127000",2017
"1484","1229","2","970000",2017
"1484","1240","2","1700000",2017
"1484","1248","2","750000",2017
"1484","1266","2","999000",2017
"1484","1280","2","1974000",2017
"1484","1293","2","1100000",2017
"1484","1295","2","2175000",2017
"1484","1298","2","2127500",2017
"1484","1308","2","1855000",2017
"1484","1327","2","2700000",2017
"1484","1336","2","3275000",2017
"1484","1347","2","2402500",2017
"1484","1354","2","1799000",2017
"1484","1361","2","0",2017
"1487","1018","2","0",2017
"1487","1037","2","500000",2017
"1487","1062","2","480000",2017
"1487","1074","2","490000",2017
"1487","1213","2","1240000",2017
"1487","1254","2","955000",2017
"1487","1267","2","1555000",2017
"1487","1268","2","820000",2017
"1487","1294","2","1660000",2017
"1487","1331","2","1640000",2017
"1487","1332","2","0",2017
"1487","1362","2","0",2017
"1487","1393","2","2000000",2017
"1487","1400","2","1766750",2017
"1487","1411","2","0",2017
"1487","1411","2","0",2017
"1487","1411","2","0",2017
"1487","1412","2","0",2017
"1487","1412","2","0",2017
"1487","1412","2","0",2017
"1487","1413","2","0",2017
"1487","1414","2","0",2017
"1487","1417","2","2845000",2017
"1378","122","2","61500000",2017
"1408","51","2","14000000",2017
"1379","1401","2","11850000",2017
"1385","1002","2","0",2017
"1429","1007","2","0",2017
"1385","1001","2","7500000",2017
"1424","1101","2","474288",2017
"1429","1002","2","2200000",2017
"1382","1003","2","1300000",2017
"1382","1003","2","0",2017
"1382","1003","2","0",2017
"1382","1003","2","747000",2017
"1382","1003","2","0",2017
"1382","1003","2","2595867",2017
"1382","1003","2","1150000",2017
"1395","1002","2","352872",2017
"1395","1002","2","525000",2017
"1395","1002","2","590000",2017
"1395","1002","2","999000",2017
"1395","1002","2","505000",2017
"1395","1002","2","2700000",2017
"1395","1002","2","1047000",2017
"1395","1002","2","2200000",2017
"1395","1002","2","1455000",2017
"1395","1002","2","785000",2017
"1395","1002","2","1500000",2017
"1395","1002","2","487000",2017
"1395","1002","2","845000",2017
"1395","1002","2","495000",2017
"1395","1002","2","0",2017
"1395","1002","2","990000",2017
"1397","1402","2","1100000",2017
"1398","1303","2","1561000",2017
"1398","1303","2","0",2017
"1398","1303","2","0",2017
"1402","1002","2","390000",2017
"1402","1002","2","440000",2017
"1402","1002","2","629000",2017
"1402","1002","2","620000",2017
"1402","1002","2","625605",2017
"1402","1002","2","395000",2017
"1402","1002","2","660000",2017
"1402","1002","2","759000",2017
"1402","1002","2","420000",2017
"1409","1103","2","3000000",2017
"1409","1103","2","3235000",2017
"1409","1103","2","4900000",2017
"1410","1010","2","2670000",2017
"1410","1010","2","880000",2017
"1410","1102","2","2295000",2017
"1410","1102","2","725000",2017
"1410","1102","2","750000",2017
"1410","1102","2","999900",2017
"1410","1102","2","2300000",2017
"1412","1002","2","850000",2017
"1412","1002","2","1150000",2017
"1424","1003","2","1730000",2017
"1424","1003","2","0",2017
"1424","1003","2","405000",2017
"1424","1003","2","660000",2017
"1424","1003","2","421000",2017
"1424","1003","2","745000",2017
"1424","1003","2","375000",2017
"1424","1003","2","390000",2017
"1424","1003","2","824000",2017
"1424","1003","2","655000",2017
"1425","1002","2","880000",2017
"1425","1002","2","825000",2017
"1425","1002","2","758000",2017
"1425","1002","2","1275000",2017
"1430","1004","2","499000",2017
"1430","1004","2","560000",2017
"1430","1004","2","800000",2017
"1430","1004","2","1350000",2017
"1430","1004","2","845000",2017
"1430","1004","2","800000",2017
"1430","1004","2","2115000",2017
"1430","1004","2","529000",2017
"1433","1002","2","0",2017
"1433","1002","2","560000",2017
"1433","1002","2","390000",2017
"1433","1002","2","740000",2017
"1433","1002","2","395000",2017
"1433","1002","2","612000",2017
"1433","1002","2","770000",2017
"1433","1002","2","600000",2017
"1433","1002","2","217500",2017
"1433","1002","2","835000",2017
"1433","1002","2","765000",2017
"1433","1002","2","590000",2017
"1433","1002","2","0",2017
"1433","1002","2","1699000",2017
"1444","1003","2","706000",2017
"1444","1003","2","1205000",2017
"1444","1003","2","835000",2017
"1444","1003","2","960000",2017
"1444","1003","2","1530000",2017
"1444","1003","2","899000",2017
"1444","1003","2","1867400",2017
"1444","1003","2","990000",2017
"1444","1003","2","1920000",2017
"1444","1003","2","610000",2017
"1444","1003","2","1470000",2017
"1444","1003","2","1350000",2017
"1444","1003","2","500000",2017
"1444","1003","2","502000",2017
"1444","1003","2","576000",2017
"1445","1002","2","1295000",2017
"1445","1002","2","440000",2017
"1445","1002","2","0",2017
"1445","1002","2","700000",2017
"1445","1002","2","423345",2017
"1445","1002","2","900000",2017
"1445","1002","2","1030000",2017
"1445","1002","2","1170000",2017
"1445","1002","2","482500",2017
"1445","1002","2","650000",2017
"1445","1002","2","527500",2017
"1447","1002","2","930000",2017
"1447","1002","2","685000",2017
"1447","1002","2","0",2017
"1447","1002","2","425000",2017
"1447","1002","2","469000",2017
"1447","1002","2","500000",2017
"1447","1002","2","995000",2017
"1447","1002","2","0",2017
"1447","1002","2","550000",2017
"1447","1002","2","1365000",2017
"1447","1002","2","1860000",2017
"1448","1002","2","535000",2017
"1448","1002","2","899900",2017
"1448","1002","2","512500",2017
"1448","1002","2","2300000",2017
"1449","1302","2","615000",2017
"1449","1302","2","1040000",2017
"1449","1302","2","707000",2017
"1449","1302","2","565250",2017
"1449","1302","2","755000",2017
"1449","1302","2","1325000",2017
"1450","1002","2","379000",2017
"1450","1002","2","386000",2017
"1450","1002","2","590000",2017
"1450","1002","2","920000",2017
"1450","1002","2","469000",2017
"1450","1002","2","850000",2017
"1450","1002","2","645000",2017
"1450","1002","2","585000",2017
"1458","1103","2","685000",2017
"1458","1103","2","1380000",2017
"1458","1103","2","765000",2017
"1458","1103","2","685000",2017
"1458","1103","2","847000",2017
"1458","1103","2","654483",2017
"1458","1103","2","915000",2017
"1458","1103","2","1881899",2017
"1458","1103","2","1295000",2017
"1458","1103","2","675000",2017
"1458","1103","2","300000",2017
"1458","1103","2","815000",2017
"1458","1103","2","812500",2017
"1458","1103","2","685000",2017
"1458","1103","2","0",2017
"1458","1103","2","910000",2017
"1458","1103","2","825000",2017
"1458","1103","2","1340000",2017
"1458","1103","2","1930000",2017
"1458","1202","2","622000",2017
"1458","1202","2","838107",2017
"1458","1202","2","790000",2017
"1458","1202","2","1393000",2017
"1458","1202","2","1875000",2017
"1458","1202","2","900000",2017
"1458","1202","2","750000",2017
"1458","1202","2","1067570",2017
"1458","1202","2","653225",2017
"1458","1202","2","858107",2017
"1458","1202","2","767500",2017
"1458","1202","2","742119",2017
"1458","1202","2","1902500",2017
"1469","1003","2","1435000",2017
"1469","1003","2","840000",2017
"1469","1003","2","937950",2017
"1469","1003","2","0",2017
"1469","1003","2","848000",2017
"1469","1003","2","899000",2017
"1469","1003","2","1325000",2017
"1469","1003","2","910000",2017
"1469","1003","2","439000",2017
"1469","1003","2","0",2017
"1375","146","4","32000000",2017
"1379","14","4","79500000",2017
"1383","40","4","52000000",2017
"1408","27","4","19250000",2017
"1433","21","4","17000000",2017
"1484","14","4","0",2017
"1377","17","4","0",2017
"1384","23","4","0",2017
"1393","17","4","0",2017
"1393","17","4","0",2017
"1404","57","4","0",2017
"1413","154","4","7100000",2017
"1422","1","4","27000000",2017
"1408","31","4","25000000",2017
"1485","48","4","0",2017
"1486","4","4","0",2017
"1404","49","4","0",2017
"1417","44","4","5549376",2017
"1390","1158","4","1600000",2017
"1390","1160","4","1900000",2017
"1404","1205","4","1300000",2017
"1404","1206","4","1225000",2017
"1457","1001","4","580000",2017
"1389","1101","4","0",2017
"1436","1431","4","0",2017
"1438","3601","4","0",2017
"1438","3602","4","0",2017
"1473","1302","4","250000",2017
"1384","1161","4","0",2017
"1411","1009","4","0",2017
"1412","1188","4","0",2017
"1412","1202","4","0",2017
"1423","1069","4","70000",2017
"1423","1098","4","0",2017
"1423","1100","4","0",2017
"1423","1109","4","0",2017
"1423","1117","4","0",2017
"1423","1124","4","0",2017
"1461","1178","4","44616",2017
"1461","1179","4","44616",2017
"1491","43","1","0",2017
"1492","163","1","0",2017
"1493","63","1","9148120",2017
"1494","24","1","0",2017
"1495","11","1","18500000",2017
"1495","11","1","0",2017
"1495","11","1","10",2017
"1504","164","1","8900000",2017
"1505","16","1","5925000",2017
"1505","19","1","6210000",2017
"1506","160","1","12500000",2017
"1508","107","1","15000000",2017
"1511","27","1","7000000",2017
"1511","127","1","7000000",2017
"1518","17","1","0",2017
"1521","49","1","4400000",2017
"1521","111","1","4150000",2017
"1523","27","1","5750000",2017
"1524","11","1","7450000",2017
"1547","20","1","1288589",2017
"1547","21","1","0",2017
"1564","9","1","8300000",2017
"1581","7","1","0",2017
"1583","127","1","4495000",2017
"1583","130","1","0",2017
"1502","27","1","0",2017
"1512","9","1","21000000",2017
"1522","40","1","0",2017
"1548","46","1","0",2017
"1581","6","1","0",2017
"1546","1001","1","0",2017
"1493","62","2","10700000",2017
"1504","60","2","9850000",2017
"1506","61","2","6500000",2017
"1510","43","2","13000000",2017
"1510","45","2","19400000",2017
"1510","46","2","0",2017
"1517","149","2","0",2017
"1517","149","2","0",2017
"1517","149","2","5075000",2017
"1521","40","2","20000000",2017
"1521","163","2","4450000",2017
"1526","35","2","6900000",2017
"1526","47","2","0",2017
"1527","34","2","0",2017
"1530","21","2","9100000",2017
"1530","39","2","10350000",2017
"1530","40","2","10350000",2017
"1530","41","2","4650000",2017
"1530","42","2","4650000",2017
"1535","25","2","8000000",2017
"1544","14","2","0",2017
"1544","37","2","0",2017
"1546","20","2","6600000",2017
"1547","45","2","10750000",2017
"1547","104","2","4850000",2017
"1549","30","2","7600000",2017
"1551","131","2","5310000",2017
"1552","37","2","4100000",2017
"1554","2","2","6500000",2017
"1554","2","2","0",2017
"1554","3","2","6200000",2017
"1554","3","2","0",2017
"1559","146","2","3600000",2017
"1562","14","2","10750000",2017
"1563","23","2","8300000",2017
"1563","25","2","8300000",2017
"1563","121","2","5900000",2017
"1564","5","2","21000000",2017
"1564","30","2","0",2017
"1564","129","2","0",2017
"1571","4","2","13875000",2017
"1571","50","2","0",2017
"1580","46","2","11200000",2017
"1582","13","2","8140000",2017
"1583","6","2","0",2017
"1583","7","2","0",2017
"1583","8","2","0",2017
"1583","105","2","0",2017
"1513","68","2","12500000",2017
"1522","158","2","15800000",2017
"1528","13","2","11300000",2017
"1544","12","2","12750000",2017
"1546","23","2","0",2017
"1491","47","2","420000",2017
"1504","43","2","885000",2017
"1504","142","2","715000",2017
"1511","47","2","429000",2017
"1511","59","2","0",2017
"1517","13","2","580000",2017
"1518","42","2","830000",2017
"1519","45","2","133986",2017
"1519","45","2","625000",2017
"1522","27","2","480000",2017
"1522","27","2","505000",2017
"1527","39","2","365000",2017
"1527","40","2","450000",2017
"1527","40","2","430000",2017
"1529","39","2","395000",2017
"1529","39","2","405000",2017
"1529","39","2","550000",2017
"1529","39","2","425000",2017
"1529","39","2","385000",2017
"1533","13","2","330000",2017
"1533","13","2","425000",2017
"1533","13","2","479000",2017
"1533","13","2","486000",2017
"1533","13","2","492500",2017
"1533","13","2","150000",2017
"1534","6","2","0",2017
"1534","10","2","0",2017
"1535","5","2","345000",2017
"1535","5","2","330000",2017
"1535","5","2","340000",2017
"1535","5","2","408000",2017
"1535","6","2","350000",2017
"1535","6","2","329550",2017
"1535","11","2","305000",2017
"1535","12","2","330000",2017
"1535","30","2","320000",2017
"1535","30","2","352000",2017
"1535","42","2","525000",2017
"1535","42","2","505000",2017
"1535","42","2","515000",2017
"1535","42","2","640000",2017
"1535","42","2","528000",2017
"1540","34","2","700000",2017
"1540","34","2","650000",2017
"1540","34","2","595000",2017
"1540","34","2","1080000",2017
"1547","42","2","405000",2017
"1547","42","2","400000",2017
"1549","36","2","377000",2017
"1551","44","2","336000",2017
"1552","39","2","365000",2017
"1555","18","2","330000",2017
"1555","18","2","422000",2017
"1555","19","2","720000",2017
"1556","35","2","425000",2017
"1556","35","2","0",2017
"1556","35","2","670000",2017
"1562","10","2","329500",2017
"1562","37","2","330000",2017
"1562","38","2","417000",2017
"1563","31","2","325000",2017
"1565","7","2","305000",2017
"1565","7","2","350000",2017
"1567","40","2","360000",2017
"1567","40","2","578500",2017
"1567","128","2","330000",2017
"1570","5","2","450000",2017
"1578","12","2","771000",2017
"1578","44","2","400200",2017
"1578","44","2","340000",2017
"1579","8","2","675000",2017
"1579","44","2","900000",2017
"1579","44","2","348290",2017
"1579","44","2","380000",2017
"1580","8","2","460000",2017
"1580","14","2","62442",2017
"1581","12","2","615000",2017
"1581","12","2","650000",2017
"1581","12","2","699000",2017
"1581","39","2","1625000",2017
"1584","16","2","290000",2017
"1585","7","2","435000",2017
"1585","13","2","330000",2017
"1585","17","2","461000",2017
"1491","1","2","2600000",2017
"1491","1","2","6100000",2017
"1491","1","2","9000000",2017
"1491","1","2","10000000",2017
"1491","16","2","3800000",2017
"1491","28","2","767500",2017
"1491","48","2","1600000",2017
"1491","48","2","200000",2017
"1491","48","2","2990000",2017
"1491","48","2","1850000",2017
"1491","62","2","650000",2017
"1492","3","2","8350000",2017
"1493","1","2","23500000",2017
"1493","33","2","4700000",2017
"1493","33","2","4525000",2017
"1493","33","2","2200000",2017
"1493","37","2","4250000",2017
"1493","67","2","2700000",2017
"1493","72","2","4995000",2017
"1493","72","2","20000",2017
"1493","72","2","5800000",2017
"1493","72","2","1123000",2017
"1493","72","2","3400000",2017
"1493","72","2","5795000",2017
"1494","1","2","1300000",2017
"1494","1","2","8350000",2017
"1494","1","2","4141000",2017
"1494","1","2","5300000",2017
"1494","23","2","8200000",2017
"1494","23","2","0",2017
"1494","37","2","0",2017
"1494","37","2","10450000",2017
"1494","50","2","0",2017
"1494","59","2","0",2017
"1494","59","2","2045000",2017
"1494","59","2","3600000",2017
"1494","59","2","1200000",2017
"1494","59","2","1830000",2017
"1494","69","2","3400000",2017
"1494","69","2","3009000",2017
"1495","1","2","16500000",2017
"1495","4","2","1250000",2017
"1495","4","2","1875000",2017
"1495","4","2","1080000",2017
"1495","49","2","2630000",2017
"1495","49","2","2000000",2017
"1495","59","2","1165000",2017
"1495","59","2","990000",2017
"1495","59","2","1170000",2017
"1496","1","2","17000000",2017
"1496","34","2","1125000",2017
"1496","54","2","1100000",2017
"1496","54","2","1410000",2017
"1496","65","2","1600000",2017
"1496","65","2","1700000",2017
"1496","71","2","1850000",2017
"1496","71","2","2365000",2017
"1497","5","2","0",2017
"1497","7","2","1028970",2017
"1497","21","2","3100000",2017
"1497","21","2","750000",2017
"1497","21","2","2900000",2017
"1497","28","2","3324000",2017
"1497","28","2","3900000",2017
"1497","28","2","3165000",2017
"1497","34","2","2350000",2017
"1497","34","2","0",2017
"1497","34","2","0",2017
"1497","41","2","400000",2017
"1497","41","2","525000",2017
"1497","41","2","1475000",2017
"1497","41","2","575000",2017
"1497","44","2","1050000",2017
"1497","44","2","10000",2017
"1498","1","2","2500000",2017
"1498","1","2","3670000",2017
"1498","1","2","3383000",2017
"1498","10","2","1385000",2017
"1498","14","2","0",2017
"1498","14","2","3350000",2017
"1498","14","2","799000",2017
"1498","14","2","0",2017
"1498","20","2","1800000",2017
"1498","20","2","6431250",2017
"1498","20","2","1950000",2017
"1498","20","2","2850000",2017
"1498","27","2","765000",2017
"1498","33","2","850000",2017
"1498","33","2","149184",2017
"1498","33","2","550000",2017
"1498","33","2","1672500",2017
"1498","33","2","790500",2017
"1498","37","2","2195000",2017
"1498","37","2","3450000",2017
"1498","61","2","525000",2017
"1499","1","2","14500000",2017
"1499","10","2","620000",2017
"1499","10","2","665000",2017
"1499","10","2","755000",2017
"1499","10","2","995000",2017
"1499","10","2","1869150",2017
"1499","10","2","845000",2017
"1499","14","2","4000000",2017
"1499","14","2","2720000",2017
"1499","14","2","0",2017
"1499","20","2","2136000",2017
"1499","25","2","0",2017
"1499","25","2","1875000",2017
"1499","25","2","430000",2017
"1499","25","2","1850000",2017
"1499","25","2","800000",2017
"1499","25","2","210000",2017
"1499","25","2","575000",2017
"1499","32","2","1785000",2017
"1499","32","2","1460000",2017
"1499","40","2","2875000",2017
"1499","40","2","1985000",2017
"1499","51","2","2050000",2017
"1499","51","2","999000",2017
"1499","51","2","3595000",2017
"1499","51","2","2665000",2017
"1499","51","2","3040000",2017
"1499","60","2","400000",2017
"1500","15","2","0",2017
"1500","15","2","4500000",2017
"1500","15","2","1750000",2017
"1500","20","2","4117000",2017
"1500","20","2","3725000",2017
"1500","20","2","62868",2017
"1500","40","2","3230500",2017
"1500","40","2","4250000",2017
"1500","40","2","4750000",2017
"1500","45","2","495000",2017
"1500","45","2","1900000",2017
"1500","45","2","0",2017
"1500","45","2","1325000",2017
"1500","45","2","1335000",2017
"1500","45","2","1650000",2017
"1500","45","2","1800000",2017
"1500","45","2","1800000",2017
"1500","45","2","1850000",2017
"1500","45","2","1435000",2017
"1500","45","2","0",2017
"1501","16","2","2550000",2017
"1501","33","2","0",2017
"1501","33","2","0",2017
"1501","33","2","0",2017
"1501","33","2","0",2017
"1501","33","2","7250000",2017
"1501","33","2","0",2017
"1501","33","2","3800000",2017
"1501","40","2","2800000",2017
"1501","40","2","5150000",2017
"1501","56","2","2715000",2017
"1501","56","2","11356500",2017
"1502","17","2","0",2017
"1502","17","2","2595000",2017
"1502","23","2","1191500",2017
"1502","33","2","2626000",2017
"1502","33","2","6500000",2017
"1502","33","2","200000",2017
