,BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE,SALE PRICE,SALE DATE,ADDRESS_clean,FullAddress,LAT_LONG,LAT,LONG,YEAR,MONTH
3652,1,UPPER EAST SIDE (96-110),10 COOPS - ELEVATOR APARTMENTS             ,2,1602,1, ,D4,"1150 FIFTH AVE, 15A", ,10128,0,0,0,0,0,1924,2,D4,9250000,12/20/17,1150 FIFTH AVE,"1150 FIFTH AVE New York, NY 10128","(40.780989,-73.95158)",40.780989,-73.95158,2017,12
618,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1404,147, ,S1,160 EAST 70TH   STREET, ,10021,1,1,2,1983,5994,1901,1,S1,9350000,5/11/17,160 EAST 70TH   STREET,"160 EAST 70TH   STREET New York, NY 10021","(40.7686629,-73.9627199999999)",40.7686629,-73.96272,2017,5
29,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1398,168, ,A4,110 EAST 64TH   STREET, ,10065,1,0,1,1757,4935,1899,1,A4,9500000,1/9/18,110 EAST 64TH   STREET,"110 EAST 64TH   STREET New York, NY 10065","(40.76572, -73.967024)",40.76572,-73.967024,2018,1
865,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,33, ,D4,"888 PARK AVENUE, 2B", ,10075,0,0,0,0,0,1926,2,D4,9500000,7/12/17,888 PARK AVENUE,"888 PARK AVENUE New York, NY 10075","(40.7752951,-73.9612618)",40.7752951,-73.9612618,2017,7
1563,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1406,1347, ,R4,737 PARK AVENUE,11A,10021,1,0,1,0,0,1940,2,R4,9520637,3/10/17,737 PARK AVENUE,"737 PARK AVENUE New York, NY 10021","(40.7703877,-73.9638745)",40.7703877,-73.9638745,2017,3
3096,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1208, ,R4,60 EAST 86TH   STREET,9FL,10028,1,0,1,0,0,2014,2,R4,9600000,12/13/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,12
366,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1590,30, ,D4,"10 GRACIE SQUARE, 10G", ,10028,0,0,0,0,0,1930,2,D4,9642500,1/18/18,10 GRACIE SQUARE,"10 GRACIE SQUARE New York, NY 10028","(40.773133, -73.944848)",40.773133,-73.944848,2018,1
3091,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1202, ,R4,60 EAST 86TH   STREET,3FL,10028,1,0,1,0,0,2014,2,R4,9673375,3/3/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,3
3094,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1206, ,R4,60 EAST 86TH   STREET,7FL,10028,1,0,1,0,0,2014,2,R4,9673375,3/6/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,3
652,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1450,22, ,C7,339 EAST 75TH   STREET, ,10021,8,1,9,2377,8370,1910,2,C7,9800000,3/30/17,339 EAST 75TH   STREET,"339 EAST 75TH   STREET New York, NY 10021","(40.770147,-73.95495709)",40.770147,-73.95495709,2017,3
2217,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1504,60, ,C5,18 EAST 93RD STREET, ,10128,10,0,10,2013,6090,1910,2,C5,9850000,8/2/17,18 EAST 93RD STREET,"18 EAST 93RD STREET New York, NY 10128","(40.7853436,-73.9561763)",40.7853436,-73.9561763,2017,8
647,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2B,1428,120, ,C7,239 EAST 73RD STREET, ,10021,8,2,10,1277,5135,1920,2,C7,9890400,3/31/17,239 EAST 73RD STREET,"239 EAST 73RD STREET New York, NY 10021","(40.7697718,-73.9582312)",40.7697718,-73.9582312,2017,3
3095,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1207, ,R4,60 EAST 86TH   STREET,8FL,10028,1,0,1,0,0,2014,2,R4,9927937,3/16/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,3
1485,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1383,1027, ,R4,11 EAST 68TH   STREET,9BW,10065,1,0,1,0,0,1913,2,R4,9950000,9/8/17,11 EAST 68TH   STREET,"11 EAST 68TH   STREET New York, NY 10065","(40.769451,-73.96761)",40.769451,-73.96761,2017,9
1562,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1406,1342, ,R4,737 PARK AVENUE,9/10G,10021,1,0,1,0,0,1940,2,R4,9960528,6/8/17,737 PARK AVENUE,"737 PARK AVENUE New York, NY 10021","(40.7703877,-73.9638745)",40.7703877,-73.9638745,2017,6
2329,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1491,1, ,D4,"980 FIFTH AVENUE, 18A", ,10075,0,0,0,0,0,1966,2,D4,10000000,8/17/17,980 FIFTH AVENUE,"980 FIFTH AVENUE New York, NY 10075","(40.7770753,-73.963133)",40.7770753,-73.963133,2017,8
3103,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1499,1104, ,R4,12 EAST 88TH   STREET,1B,10128,1,0,1,0,0,1931,2,R4,10084889,8/15/17,12 EAST 88TH   STREET,"12 EAST 88TH   STREET New York, NY 10128","(40.782357,-73.958586)",40.782357,-73.958586,2017,8
3587,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1436, ,R4,20 EAST END AVENUE,14A,10028,1,0,1,0,0,2014,2,R4,10157043,3/15/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,3
617,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1404,147, ,S1,160 EAST 70TH   STREET, ,10021,1,1,2,1983,5994,1901,1,S1,10175000,12/21/17,160 EAST 70TH   STREET,"160 EAST 70TH   STREET New York, NY 10021","(40.7686629,-73.9627199999999)",40.7686629,-73.96272,2017,12
3181,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1515,1330, ,R4,120 EAST 87 STREET,RPH1A,10128,1,0,1,0,0,1981,2,R4,10200000,5/11/17,120 EAST 87 STREET,"120 EAST 87 STREET New York, NY 10128","(40.7801056,-73.9554588)",40.7801056,-73.9554588,2017,5
1041,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1411,40, ,D4,"176 EAST 77TH STREET, 1-6", ,10075,0,0,0,0,0,1957,2,D4,10211187,6/13/17,176 EAST 77TH STREET,"176 EAST 77TH STREET New York, NY 10075","(40.772981,-73.958543)",40.772981,-73.958543,2017,6
613,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1398,25, ,A4,147 EAST 63RD   STREET, ,10065,1,0,1,1607,4725,1899,1,A4,10300000,10/13/17,147 EAST 63RD   STREET,"147 EAST 63RD   STREET New York, NY 10065","(40.764605,-73.965767)",40.764605,-73.965767,2017,10
2228,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,39, ,C4,218 EAST 85 STREET, ,10028,20,0,20,2554,10055,1910,2,C4,10350000,10/19/17,218 EAST 85 STREET,"218 EAST 85 STREET New York, NY 10028","(40.7776443,-73.9536392)",40.7776443,-73.9536392,2017,10
2229,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1530,40, ,C7,216 EAST 85TH STREET, ,10028,15,2,17,2554,8996,1910,2,C7,10350000,10/19/17,216 EAST 85TH STREET,"216 EAST 85TH STREET New York, NY 10028","(40.7776141,-73.9537655)",40.7776141,-73.9537655,2017,10
2353,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1494,37, ,D4,"970 PARK AVENUE, 12N", ,10028,0,0,0,0,0,1912,2,D4,10450000,7/19/17,970 PARK AVENUE,"970 PARK AVENUE New York, NY 10028","(40.77813,-73.95901)",40.77813,-73.95901,2017,7
616,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1400,42, ,A4,160 EAST 66TH STREET, ,10065,1,0,1,1858,3969,1899,1,A4,10500000,7/6/17,160 EAST 66TH STREET,"160 EAST 66TH STREET New York, NY 10065","(40.766071,-73.964031)",40.766071,-73.964031,2017,7
756,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1382,1, ,D4,"857 FIFTH AVENUE, 8", ,10065,0,0,0,0,0,1962,2,D4,10500000,5/3/17,857 FIFTH AVENUE,"857 FIFTH AVENUE New York, NY 10065","(40.7692027,-73.9688841)",40.7692027,-73.9688841,2017,5
1056,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1413,1, ,D4,"885 PARK AVENUE, 7A", ,10075,0,0,0,0,0,1927,2,D4,10500000,7/28/17,885 PARK AVENUE,"885 PARK AVENUE New York, NY 10075","(40.775023,-73.960669)",40.775023,-73.960669,2017,7
2216,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1493,62, ,C5,16 EAST 82ND STREET, ,10028,8,1,9,2554,8099,1921,2,C5,10700000,9/14/17,16 EAST 82ND STREET,"16 EAST 82ND STREET New York, NY 10028","(40.778445,-73.961391)",40.778445,-73.961391,2017,9
2235,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1547,45, ,C1,312 EAST 85TH STREET, ,10028,25,0,25,2860,11760,1910,2,C1,10750000,12/7/17,312 EAST 85TH STREET,"312 EAST 85TH STREET New York, NY 10028","(40.7766942,-73.95162943)",40.7766942,-73.95162943,2017,12
2240,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1562,14, ,C1,423 EAST 82ND STREET, ,10028,20,0,20,2554,8555,1905,2,C1,10750000,5/3/17,423 EAST 82ND STREET,"423 EAST 82ND STREET New York, NY 10028","(40.7739214,-73.9499082)",40.7739214,-73.9499082,2017,5
770,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1383,69, ,D4,"875 FIFTH AVENUE, 19A", ,10065,0,0,0,0,0,1940,2,D4,10800000,5/1/17,875 FIFTH AVENUE,"875 FIFTH AVENUE New York, NY 10065","(40.7701916,-73.9682413)",40.7701916,-73.9682413,2017,5
3612,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1508,1102, ,R1,155 EAST 79TH STREET,2,10075,1,0,1,0,0,2013,2,R1,11000000,3/1/17,155 EAST 79TH STREET,"155 EAST 79TH STREET New York, NY 10075","(40.7750766,-73.9583689)",40.7750766,-73.9583689,2017,3
863,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,33, ,D4,"888 PARK AVENUE, 12B", ,10075,0,0,0,0,0,1926,2,D4,11025000,6/29/17,888 PARK AVENUE,"888 PARK AVENUE New York, NY 10075","(40.7752951,-73.9612618)",40.7752951,-73.9612618,2017,6
2010,1,UPPER EAST SIDE (59-79),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1386,1205, ,R1,40 EAST 72ND   STREET,4,10021,1,0,1,0,0,1930,2,R1,11055000,5/30/17,40 EAST 72ND   STREET,"40 EAST 72ND   STREET New York, NY 10021","(40.7715415,-73.96508717)",40.7715415,-73.96508717,2017,5
3643,1,UPPER EAST SIDE (79-96),30 WAREHOUSES                              ,4,1535,2, ,E7,1587 THIRD AVENUE, ,10128,0,1,1,2750,15750,1915,4,E7,11085000,9/28/17,1587 THIRD AVENUE,"1587 THIRD AVENUE New York, NY 10128","(40.7807847,-73.9521239)",40.7807847,-73.9521239,2017,9
31,1,UPPER EAST SIDE (59-79),08 RENTALS - ELEVATOR APARTMENTS           ,2,1452,26, ,D9,1485 1 AVENUE, ,10075,19,1,20,2550,16100,1940,2,D9,11100000,1/18/18,1485 1 AVENUE,"1485 1 AVENUE New York, NY 10075","(40.7714465, -73.9537311)",40.7714465,-73.9537311,2018,1
3592,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1441, ,R4,20 EAST END AVENUE,16B,10028,1,0,1,0,0,2014,2,R4,11149837,5/12/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,5
2011,1,UPPER EAST SIDE (59-79),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1386,1206, ,R1,40 EAST 72ND   STREET,5,10021,1,0,1,0,0,1930,2,R1,11155000,6/15/17,40 EAST 72ND   STREET,"40 EAST 72ND   STREET New York, NY 10021","(40.7715415,-73.96508717)",40.7715415,-73.96508717,2017,6
633,1,UPPER EAST SIDE (59-79),02 TWO FAMILY DWELLINGS                    ,1,1404,43, ,B1,174 EAST 70TH   STREET, ,10021,2,0,2,1818,3910,1901,1,B1,11200000,5/8/17,174 EAST 70TH   STREET,"174 EAST 70TH   STREET New York, NY 10021","(40.7685475,-73.9623065)",40.7685475,-73.9623065,2017,5
2249,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2B,1580,46, ,C4,506 EAST 84TH   STREET, ,10028,10,0,10,2554,8065,1910,2,C4,11200000,5/15/17,506 EAST 84TH   STREET,"506 EAST 84TH   STREET New York, NY 10028","(40.774252,-73.947479)",40.774252,-73.947479,2017,5
2009,1,UPPER EAST SIDE (59-79),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1386,1204, ,R1,40 EAST 72ND   STREET,3,10021,1,0,1,0,0,1930,2,R1,11205841,6/1/17,40 EAST 72ND   STREET,"40 EAST 72ND   STREET New York, NY 10021","(40.7715415,-73.96508717)",40.7715415,-73.96508717,2017,6
36,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1381,1, ,D4,"1 EAST 66 STREET, 17AB", ,10065,0,0,0,0,0,1949,2,D4,11250000,2/27/18,1 EAST 66 STREET,"1 EAST 66 STREET New York, NY 10065","(40.7685235, -73.9692690999999)",40.7685235,-73.9692691,2018,2
1483,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1381,1315, ,R4,21 EAST 66TH STREET,7W,10065,1,0,1,0,0,1941,2,R4,11250000,11/27/17,21 EAST 66TH STREET,"21 EAST 66TH STREET New York, NY 10065","(40.7682049,-73.968379)",40.7682049,-73.968379,2017,11
2254,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1528,13, ,D3,225 EAST 82ND   STREET, ,10028,27,0,27,2639,11838,1965,2,D3,11300000,10/26/17,225 EAST 82ND   STREET,"225 EAST 82ND   STREET New York, NY 10028","(40.775831,-73.954649)",40.775831,-73.954649,2017,10
2457,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1501,56, ,D4,"14 EAST 90TH STREET, 12A", ,10128,0,0,0,0,0,1929,2,D4,11356500,8/10/17,14 EAST 90TH STREET,"14 EAST 90TH STREET New York, NY 10128","(40.783435,-73.957249)",40.783435,-73.957249,2017,8
1566,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1406,1371, ,R4,737 PARK AVENUE,20C,10021,1,0,1,0,0,1940,2,R4,11449204,3/28/17,737 PARK AVENUE,"737 PARK AVENUE New York, NY 10021","(40.7703877,-73.9638745)",40.7703877,-73.9638745,2017,3
64,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1405,72, ,D4,"733 PARK AVENUE, 29", ,10021,0,0,0,0,0,1972,2,D4,11700000,1/11/18,733 PARK AVENUE,"733 PARK AVENUE New York, NY 10021","(40.770177, -73.964146)",40.770177,-73.964146,2018,1
2006,1,UPPER EAST SIDE (59-79),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1379,1401, ,R1,20 EAST 65TH STREET,A,10065,1,0,1,0,0,0,2,R1,11850000,12/7/17,20 EAST 65TH STREET,"20 EAST 65TH STREET New York, NY 10065","(40.7673323,-73.9692974)",40.7673323,-73.9692974,2017,12
645,1,UPPER EAST SIDE (59-79),07 RENTALS - WALKUP APARTMENTS             ,2,1428,21, ,C7,1403 2 AVENUE, ,10021,16,1,17,1916,9580,1910,2,C7,12000000,12/13/17,1403 2 AVENUE,"1403 2 AVENUE New York, NY 10021","(40.59008435,-73.95551663)",40.59008435,-73.95551663,2017,12
760,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1382,36, ,D4,"660 PARK AVENUE, 8FL", ,10065,0,0,0,0,0,1926,2,D4,12000000,12/21/17,660 PARK AVENUE,"660 PARK AVENUE New York, NY 10065","(40.768236,-73.96632)",40.768236,-73.96632,2017,12
3084,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1104, ,R4,1049 FIFTH AVENUE,18B,10028,1,0,1,0,0,1928,2,R4,12050000,3/8/17,1049 FIFTH AVENUE,"1049 FIFTH AVENUE New York, NY 10028","(40.776629,-73.953914)",40.776629,-73.953914,2017,3
253,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1540,42, ,C4,210 EAST 95TH   STREET, ,10128,15,0,15,2525,9829,1900,2,C4,12150000,1/26/18,210 EAST 95TH   STREET,"210 EAST 95TH   STREET New York, NY 10128","(40.7840055, -73.94918364)",40.7840055,-73.94918364,2018,1
3590,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1577,1439, ,R4,20 EAST END AVENUE,15B,10028,1,0,1,0,0,2014,2,R4,12267876,4/14/17,20 EAST END AVENUE,"20 EAST END AVENUE New York, NY 10028","(40.772345,-73.989691)",40.772345,-73.989691,2017,4
152,1,UPPER EAST SIDE (59-79),43 CONDO OFFICE BUILDINGS                  ,4,1383,1003, ,RB,11 EAST 68TH   STREET,COMMC,10065,0,0,1,0,0,1913,4,RB,12300000,1/17/18,11 EAST 68TH   STREET,"11 EAST 68TH   STREET New York, NY 10065","(40.769451, -73.96761)",40.769451,-73.96761,2018,1
3090,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1201, ,R4,60 EAST 86TH   STREET,T/H,10028,1,0,1,0,0,2014,2,R4,12450000,8/3/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,8
1565,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1406,1364, ,R4,737 PARK AVENUE,17E,10021,1,0,1,0,0,1940,2,R4,12473709,10/30/17,737 PARK AVENUE,"737 PARK AVENUE New York, NY 10021","(40.7703877,-73.9638745)",40.7703877,-73.9638745,2017,10
450,1,UPPER EAST SIDE (79-96),14 RENTALS - 4-10 UNIT                     ,2A,1548,47, ,S3,308 EAST 86TH   STREET, ,10028,3,1,4,1839,4185,1925,2,S3,12488851,1/12/18,308 EAST 86TH   STREET,"308 EAST 86TH   STREET New York, NY 10028","(40.77742, -73.95132808)",40.77742,-73.95132808,2018,1
159,1,UPPER EAST SIDE (59-79),13 CONDOS - ELEVATOR APARTMENTS            ,2,1397,1583, ,R4,140 EAST 63RD   STREET,18PH2,10065,1,0,1,0,0,1927,2,R4,12500000,1/24/18,140 EAST 63RD   STREET,"140 EAST 63RD   STREET New York, NY 10065","(40.76452, -73.966111)",40.76452,-73.966111,2018,1
2197,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1506,160, ,A4,22 EAST 95TH STREET, ,10128,1,0,1,1916,6680,1910,1,A4,12500000,5/22/17,22 EAST 95TH STREET,"22 EAST 95TH STREET New York, NY 10128","(40.7865982,-73.9552349)",40.7865982,-73.9552349,2017,5
3611,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1508,1105, ,R1,155 EAST 79TH   STREET,5,10075,1,0,1,0,0,2013,2,R1,12577637,4/10/17,155 EAST 79TH   STREET,"155 EAST 79TH   STREET New York, NY 10075","(40.774943,-73.958469)",40.774943,-73.958469,2017,4
614,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1398,145, ,A4,174 EAST 64TH STREET, ,10065,1,0,1,2092,6440,1910,1,A4,12750000,11/13/17,174 EAST 64TH STREET,"174 EAST 64TH STREET New York, NY 10065","(40.76494,-73.965237)",40.76494,-73.965237,2017,11
2255,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1544,12, ,D7,331 EAST 81ST STREET, ,10028,14,1,15,2554,10606,1910,2,D7,12750000,9/26/17,331 EAST 81ST STREET,"331 EAST 81ST STREET New York, NY 10028","(40.77435775,-73.95291537)",40.77435775,-73.95291537,2017,9
3639,1,UPPER EAST SIDE (79-96),21 OFFICE BUILDINGS                        ,4,1542,13, ,O5,323 EAST 79TH   STREET, ,10075,0,3,3,2767,8084,1930,4,O5,12750000,11/15/17,323 EAST 79TH   STREET,"323 EAST 79TH   STREET New York, NY 10075","(40.7730554,-73.95373414)",40.7730554,-73.95373414,2017,11
673,1,UPPER EAST SIDE (59-79),08 RENTALS - ELEVATOR APARTMENTS           ,2A,1378,41, ,D2,52 EAST 64TH   STREET, ,10065,4,1,5,2008,8740,1920,2,D2,13000000,5/4/17,52 EAST 64TH   STREET,"52 EAST 64TH   STREET New York, NY 10065","(40.7661239,-73.96819984)",40.7661239,-73.96819984,2017,5
2219,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1510,43, ,C4,168 EAST 82ND   STREET, ,10028,15,0,15,2554,9970,1920,2,C4,13000000,9/29/17,168 EAST 82ND   STREET,"168 EAST 82ND   STREET New York, NY 10028","(40.77633725,-73.95667856)",40.77633725,-73.95667856,2017,9
3640,1,UPPER EAST SIDE (79-96),22 STORE BUILDINGS                         ,4,1511,155, ,K4,1220 LEXINGTON AVENUE, ,10028,8,10,18,2305,8484,1918,4,K4,13000000,12/4/17,1220 LEXINGTON AVENUE,"1220 LEXINGTON AVENUE New York, NY 10028","(40.777315,-73.957347)",40.777315,-73.957347,2017,12
249,1,UPPER EAST SIDE (79-96),01 ONE FAMILY DWELLINGS                    ,1,1494,29, ,A4,63 EAST 82ND   STREET, ,10028,1,0,1,2043,5800,1899,1,A4,13250000,2/27/18,63 EAST 82ND   STREET,"63 EAST 82ND   STREET New York, NY 10028","(40.778017, -73.959834)",40.778017,-73.959834,2018,2
256,1,UPPER EAST SIDE (79-96),08 RENTALS - ELEVATOR APARTMENTS           ,2,1562,144, ,D1,402 EAST 83RD STREET, ,10028,27,0,27,2656,16380,1930,2,D1,13250000,1/18/18,402 EAST 83RD STREET,"402 EAST 83RD STREET New York, NY 10028","(40.774649, -73.950409)",40.774649,-73.950409,2018,1
3123,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1503,1007, ,R4,47 EAST 91ST STREET,7,10128,1,0,1,0,0,1920,2,R4,13400000,9/7/17,47 EAST 91ST STREET,"47 EAST 91ST STREET New York, NY 10128","(40.784158,-73.9560389999999)",40.784158,-73.956039,2017,9
3608,1,UPPER EAST SIDE (79-96),15 CONDOS - 2-10 UNIT RESIDENTIAL          ,2C,1501,1107, ,R1,1110 PARK AVENUE,G,10128,1,0,1,0,0,2013,2,R1,13491812,4/12/17,1110 PARK AVENUE,"1110 PARK AVENUE New York, NY 10128","(40.7826083,-73.9557392999999)",40.7826083,-73.9557393,2017,4
275,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1494,69, ,D4,"1016 FIFTH AVENUE, 3AC", ,10028,0,0,0,0,0,1929,2,D4,13500000,1/23/18,1016 FIFTH AVENUE,"1016 FIFTH AVENUE New York, NY 10028","(40.7793023, -73.9615353)",40.7793023,-73.9615353,2018,1
3097,1,UPPER EAST SIDE (79-96),13 CONDOS - ELEVATOR APARTMENTS            ,2,1497,1209, ,R4,60 EAST 86TH   STREET,10FL,10028,1,0,1,0,0,2014,2,R4,13746375,5/11/17,60 EAST 86TH   STREET,"60 EAST 86TH   STREET New York, NY 10028","(40.780475,-73.958311)",40.780475,-73.958311,2017,5
866,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1393,33, ,D4,"888 PARK AVENUE, 14A", ,10075,0,0,0,0,0,1926,2,D4,13750000,8/9/17,888 PARK AVENUE,"888 PARK AVENUE New York, NY 10075","(40.7752951,-73.9612618)",40.7752951,-73.9612618,2017,8
2247,1,UPPER EAST SIDE (79-96),07 RENTALS - WALKUP APARTMENTS             ,2,1571,4, ,C7,1762 1 AVENUE, ,10128,13,2,15,2350,8745,1920,2,C7,13875000,12/11/17,1762 1 AVENUE,"1762 1 AVENUE New York, NY 10128","(40.780277,-73.946672)",40.780277,-73.946672,2017,12
802,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1386,64, ,D4,"4 EAST 72 ST, PH", ,10021,0,0,0,0,0,1929,2,D4,13995000,6/13/17,4 EAST 72 ST,"4 EAST 72 ST New York, NY 10021","(40.772035,-73.966442)",40.772035,-73.966442,2017,6
2005,1,UPPER EAST SIDE (59-79),14 RENTALS - 4-10 UNIT                     ,2B,1408,51, ,S9,148 EAST 74TH   STREET, ,10021,5,2,7,2556,11850,1900,2,S9,14000000,12/21/17,148 EAST 74TH   STREET,"148 EAST 74TH   STREET New York, NY 10021","(40.771532,-73.961011)",40.771532,-73.961011,2017,12
45,1,UPPER EAST SIDE (59-79),10 COOPS - ELEVATOR APARTMENTS             ,2,1388,37, ,D4,"784 PARK AVENUE, 1617C", ,10021,0,0,0,0,0,1930,2,D4,14350000,2/1/18,784 PARK AVENUE,"784 PARK AVENUE New York, NY 10021","(40.7723613, -73.96342)",40.7723613,-73.96342,2018,2
612,1,UPPER EAST SIDE (59-79),01 ONE FAMILY DWELLINGS                    ,1,1392,62, ,A4,18 EAST 78TH STREET, ,10075,1,0,1,1737,6120,1910,1,A4,14500000,9/11/17,18 EAST 78TH STREET,"18 EAST 78TH STREET New York, NY 10075","(40.775798,-73.963304)",40.775798,-73.963304,2017,9
2404,1,UPPER EAST SIDE (79-96),10 COOPS - ELEVATOR APARTMENTS             ,2,1499,1, ,D4,"1060 FIFTH AVENUE, 2B", ,10128,0,0,0,0,0,1928,2,D4,14500000,5/16/17,1060 FIFTH AVENUE,"1060 FIFTH AVENUE New York, NY 10128","(40.7823211,-73.9596133)",40.7823211,-73.9596133,2017,5
