name,lat,long,line
96th St,40.78423665,-73.94706602,2nd Ave Phase 2
125th St-2,40.802761,-73.933578,2nd Ave Phase 2
125th St-4,40.804138,-73.937594,4-5-6-6 Express
,,,
,,,
,,,
,,,
,,,
,,,
